symbol,source,date,latest_close,return_20d,return_60d,vol_20d,current_drawdown,max_drawdown,ma_50,ma_200
QQQ,alpha_vantage_compact+local_cache,2026-06-18,740.62,0.0385192456005047,0.268228363985068,0.2993828937233035,-0.0074246810335584,-0.1196618032822726,693.1840000000001,627.9447452347705
