metric_name,metric_value,denominator,data_date,source,is_missing
advancing_count,61.0,98,2026-06-18,mixed_history_cache+twelve_data_quote,False
declining_count,37.0,98,2026-06-18,mixed_history_cache+twelve_data_quote,False
advancing_ratio,0.6224489795918368,98,2026-06-18,mixed_history_cache+twelve_data_quote,False
above_20d_ma_ratio,0.35714285714285715,98,2026-06-18,mixed_history_cache+twelve_data_quote,False
above_50d_ma_ratio,0.4897959183673469,98,2026-06-18,mixed_history_cache+twelve_data_quote,False
above_200d_ma_ratio,0.5510204081632653,98,2026-06-18,mixed_history_cache+twelve_data_quote,False
new_high_20d_count,8.0,98,2026-06-18,mixed_history_cache+twelve_data_quote,False
new_low_20d_count,14.0,98,2026-06-18,mixed_history_cache+twelve_data_quote,False
