date,symbol,company_name,weight,sector,security_type_code,security_type_name,source
2026-06-16,NVDA,NVIDIA Corp,0.08115278,,COM,Common Stock,invesco
2026-06-16,AAPL,Apple Inc,0.0706517,,COM,Common Stock,invesco
2026-06-16,MU,Micron Technology Inc,0.051000569999999995,,COM,Common Stock,invesco
2026-06-16,MSFT,Microsoft Corp,0.04702771,,COM,Common Stock,invesco
2026-06-16,AMZN,Amazon.com Inc,0.04246868,,COM,Common Stock,invesco
2026-06-16,AMD,Advanced Micro Devices Inc,0.03671506,,COM,Common Stock,invesco
2026-06-16,GOOGL,Alphabet Inc Class A,0.034941770000000004,,COM,Common Stock,invesco
2026-06-16,TSLA,Tesla Inc,0.03247808,,COM,Common Stock,invesco
2026-06-16,GOOG,Alphabet Inc Class C,0.0324566,,COM,Common Stock,invesco
2026-06-16,AVGO,Broadcom Inc,0.02872162,,COM,Common Stock,invesco
2026-06-16,META,Meta Platforms Inc,0.02849532,,COM,Common Stock,invesco
2026-06-16,WMT,Walmart Inc,0.026258319999999998,,COM,Common Stock,invesco
2026-06-16,INTC,Intel Corp,0.025957050000000002,,COM,Common Stock,invesco
2026-06-16,CSCO,Cisco Systems Inc,0.02096811,,COM,Common Stock,invesco
2026-06-16,LRCX,Lam Research Corp,0.02046709,,COM,Common Stock,invesco
2026-06-16,AMAT,Applied Materials Inc,0.02001143,,COM,Common Stock,invesco
2026-06-16,COST,Costco Wholesale Corp,0.01944433,,COM,Common Stock,invesco
2026-06-16,NFLX,Netflix Inc,0.014749159999999999,,COM,Common Stock,invesco
2026-06-16,KLAC,KLA Corp,0.013804499999999999,,COM,Common Stock,invesco
2026-06-16,PLTR,Palantir Technologies Inc,0.013549690000000001,,COM,Common Stock,invesco
2026-06-16,SNDK,Sandisk Corp,0.013044489999999999,,COM,Common Stock,invesco
2026-06-16,TXN,Texas Instruments Inc,0.01231203,,COM,Common Stock,invesco
2026-06-16,MRVL,Marvell Technology Inc,0.010773310000000001,,COM,Common Stock,invesco
