metric_name,metric_value,denominator,data_date,source,is_missing
advancing_count,17.0,98,2026-06-17,mixed_history_cache+twelve_data_quote,False
declining_count,80.0,98,2026-06-17,mixed_history_cache+twelve_data_quote,False
advancing_ratio,0.17346938775510204,98,2026-06-17,mixed_history_cache+twelve_data_quote,False
above_20d_ma_ratio,0.3163265306122449,98,2026-06-17,mixed_history_cache+twelve_data_quote,False
above_50d_ma_ratio,0.45918367346938777,98,2026-06-17,mixed_history_cache+twelve_data_quote,False
above_200d_ma_ratio,0.5510204081632653,98,2026-06-17,mixed_history_cache+twelve_data_quote,False
new_high_20d_count,3.0,98,2026-06-17,mixed_history_cache+twelve_data_quote,False
new_low_20d_count,20.0,98,2026-06-17,mixed_history_cache+twelve_data_quote,False
