run_date,provider,endpoint,calls_attempted,calls_success,calls_failed,rate_limited,limit_window,limit_value,credits_used,symbols_requested,symbols_loaded,stopped_after_429,retry_after_seconds,http_status,error_type,function,outputsize,adjusted,actual_endpoint,production_enabled,premium_blocked,message
2026-06-18,tiingo,daily_prices_cache_backfill,18,18,0,False,hour,50,18,"MSTR,TTWO,PYPL,ALNY,PAYX,AXON,TRI,ROP,GEHC,CPRT,KHC,DXCM,WDAY,VRSK,CTSH,INSM,ZS,CHTR","MSTR,TTWO,PYPL,ALNY,PAYX,AXON,TRI,ROP,GEHC,CPRT,KHC,DXCM,WDAY,VRSK,CTSH,INSM,ZS,CHTR",False,,,,,,,daily_prices_cache_backfill,True,False,MSTR: 8 rows; TTWO: 8 rows; PYPL: 8 rows; ALNY: 8 rows; PAYX: 8 rows; ...
2026-06-18,twelve_data,time_series_cache_fallback,0,0,0,False,minute,8,0,,,False,,,,,,,time_series_cache_fallback,True,False,no fallback candidates
