run_date,target_date,symbol,company_name,weight,latest_date,previous_date,latest_close,previous_close,daily_return,direction,is_complete,is_fresh,is_qualified,is_target_date,included_in_recent_breadth,included_in_strict_breadth,source
2026-06-18,2026-06-17,NVDA,NVIDIA Corp,0.08115278,2026-06-17,2026-06-16,204.65,207.41,-0.013306976519936287,down,True,True,True,True,True,True,tiingo
2026-06-18,2026-06-17,AAPL,Apple Inc,0.0706517,2026-06-17,2026-06-16,295.95,299.24,-0.010994519449271545,down,True,True,True,True,True,True,tiingo
2026-06-18,2026-06-17,MU,Micron Technology Inc,0.051000569999999995,2026-06-17,2026-06-16,1043.19,1020.76,0.021973823425682992,up,True,True,True,True,True,True,tiingo
2026-06-18,2026-06-17,MSFT,Microsoft Corp,0.04702771,2026-06-17,2026-06-16,378.91,393.83,-0.03788436635096348,down,True,True,True,True,True,True,tiingo
2026-06-18,2026-06-17,AMZN,Amazon.com Inc,0.04246868,2026-06-17,2026-06-16,237.5,246.0,-0.03455284552845528,down,True,True,True,True,True,True,tiingo
2026-06-18,2026-06-17,AMD,Advanced Micro Devices Inc,0.03671506,2026-06-17,2026-06-16,512.48,507.29,0.010230834433953007,up,True,True,True,True,True,True,tiingo
2026-06-18,2026-06-17,GOOGL,Alphabet Inc Class A,0.034941770000000004,2026-06-17,2026-06-16,363.79,373.25,-0.025344943067649006,down,True,True,True,True,True,True,tiingo
2026-06-18,2026-06-17,TSLA,Tesla Inc,0.03247808,2026-06-17,2026-06-16,396.38,404.66,-0.020461622102505905,down,True,True,True,True,True,True,tiingo
2026-06-18,2026-06-17,GOOG,Alphabet Inc Class C,0.0324566,2026-06-17,2026-06-16,362.1,371.1,-0.02425222312045272,down,True,True,True,True,True,True,tiingo
2026-06-18,2026-06-17,AVGO,Broadcom Inc,0.02872162,2026-06-17,2026-06-16,392.9,376.71,0.04297735658729529,up,True,True,True,True,True,True,tiingo
2026-06-18,2026-06-17,META,Meta Platforms Inc,0.02849532,2026-06-17,2026-06-16,567.58,600.21,-0.054364305826294146,down,True,True,True,True,True,True,tiingo
2026-06-18,2026-06-17,WMT,Walmart Inc,0.026258319999999998,2026-06-17,2026-06-16,118.13,121.03,-0.023961001404610438,down,True,True,True,True,True,True,tiingo
