date,symbol,open,high,low,close,adjusted_close,volume,source
2026-02-27,QQQ,602.98,608.32,602.19,607.29,607.29,68125196.0,alpha_vantage
2026-03-02,QQQ,598.86,609.92,597.99,608.09,608.09,75264644.0,alpha_vantage
2026-03-03,QQQ,596.33,603.96,591.87,601.58,601.58,97015532.0,alpha_vantage
2026-03-04,QQQ,604.16,612.88,603.43,610.75,610.75,70943888.0,alpha_vantage
2026-03-05,QQQ,607.4,612.76,602.26,608.91,608.91,89602407.0,alpha_vantage
2026-03-06,QQQ,600.31,606.0,598.33,599.75,599.75,86302307.0,alpha_vantage
2026-03-09,QQQ,594.225,609.27,591.33,607.76,607.76,93068170.0,alpha_vantage
2026-03-10,QQQ,607.78,613.29,605.42,607.77,607.77,64078867.0,alpha_vantage
2026-03-11,QQQ,608.95,612.43,605.03,607.69,607.69,60114800.0,alpha_vantage
2026-03-12,QQQ,602.76,604.14,597.05,597.26,597.26,71836629.0,alpha_vantage
2026-03-13,QQQ,599.73,603.5999,592.57,593.72,593.72,63145490.0,alpha_vantage
2026-03-16,QQQ,600.04,603.86,599.11,600.38,600.38,49077155.0,alpha_vantage
2026-03-17,QQQ,603.14,605.9,601.87,603.31,603.31,47106607.0,alpha_vantage
2026-03-18,QQQ,601.49,603.16,594.56,594.9,594.9,56127962.0,alpha_vantage
2026-03-19,QQQ,589.51,595.8,587.08,593.02,593.02,75597578.0,alpha_vantage
2026-03-20,QQQ,591.06,591.17,578.54,582.06,582.06,91964677.0,alpha_vantage
2026-03-23,QQQ,590.52,595.08,585.96,588.0,588.0,89936118.0,alpha_vantage
2026-03-24,QQQ,584.81,587.93,581.93,583.98,583.98,57750895.0,alpha_vantage
2026-03-25,QQQ,589.14,591.37,585.69,587.82,587.82,60475491.0,alpha_vantage
2026-03-26,QQQ,582.6,584.63,573.43,573.79,573.79,81492124.0,alpha_vantage
2026-03-27,QQQ,570.81,571.02,561.57,562.58,562.58,82702240.0,alpha_vantage
2026-03-30,QQQ,567.38,568.05,555.6,558.28,558.28,70602622.0,alpha_vantage
2026-03-31,QQQ,564.29,578.64,564.21,577.18,577.18,95877997.0,alpha_vantage
2026-04-01,QQQ,581.48,587.739,580.42,584.31,584.31,79435132.0,alpha_vantage
2026-04-02,QQQ,573.97,586.05,571.92,584.98,584.98,50941709.0,alpha_vantage
2026-04-06,QQQ,586.23,590.61,584.69,588.5,588.5,35108496.0,alpha_vantage
2026-04-07,QQQ,585.64,588.98,578.4001,588.59,588.59,49948195.0,alpha_vantage
2026-04-08,QQQ,608.71,609.9,602.12,606.09,606.09,63085996.0,alpha_vantage
2026-04-09,QQQ,605.93,610.5,603.03,610.19,610.19,37837538.0,alpha_vantage
2026-04-10,QQQ,611.84,613.67,609.58,611.07,611.07,34038533.0,alpha_vantage
2026-04-13,QQQ,609.48,626.74,608.11,617.39,617.39,32972110.0,alpha_vantage
2026-04-14,QQQ,620.22,628.6,620.1,628.6,628.6,49921081.0,alpha_vantage
2026-04-15,QQQ,629.08,637.83,628.2,637.4,637.4,50102386.0,alpha_vantage
2026-04-16,QQQ,639.21,642.18,635.255,640.47,640.47,42320581.0,alpha_vantage
2026-04-17,QQQ,645.59,650.0,644.07,648.85,648.85,53488871.0,alpha_vantage
2026-04-20,QQQ,648.04,648.76,642.52,646.79,646.79,37138511.0,alpha_vantage
2026-04-21,QQQ,648.41,650.2,642.21,644.33,644.33,39580523.0,alpha_vantage
2026-04-22,QQQ,650.15,655.33,648.52,655.11,655.11,37368402.0,alpha_vantage
2026-04-23,QQQ,653.55,656.92,645.52,651.42,651.42,40099827.0,alpha_vantage
2026-04-24,QQQ,658.51,664.51,656.5301,663.88,663.88,45563050.0,alpha_vantage
2026-04-27,QQQ,663.4,664.43,660.69,664.23,664.23,32717030.0,alpha_vantage
2026-04-28,QQQ,657.41,659.64,653.81,657.55,657.55,34147916.0,alpha_vantage
2026-04-29,QQQ,658.63,661.72,656.5899,661.57,661.57,31724860.0,alpha_vantage
2026-04-30,QQQ,665.35,668.9,657.56,667.74,667.74,40622226.0,alpha_vantage
2026-05-01,QQQ,669.16,675.97,668.8,674.15,674.15,39172607.0,alpha_vantage
2026-05-04,QQQ,674.66,676.73,668.9,672.88,672.88,34541990.0,alpha_vantage
2026-05-05,QQQ,677.96,682.7734,677.51,681.61,681.61,37101063.0,alpha_vantage
2026-05-06,QQQ,687.78,695.93,686.48,695.77,695.77,38778492.0,alpha_vantage
2026-05-07,QQQ,696.58,701.24,691.77,694.94,694.94,43779087.0,alpha_vantage
2026-05-08,QQQ,699.92,711.23,699.5,711.23,711.23,44320421.0,alpha_vantage
2026-05-11,QQQ,710.36,714.59,708.91,713.29,713.29,36019146.0,alpha_vantage
2026-05-12,QQQ,708.22,710.18,696.64,707.24,707.24,45873009.0,alpha_vantage
2026-05-13,QQQ,709.96,716.65,704.83,714.71,714.71,40012526.0,alpha_vantage
2026-05-14,QQQ,714.62,722.03,714.22,719.79,719.79,33327545.0,alpha_vantage
2026-05-15,QQQ,710.14,715.13,705.55,708.93,708.93,51792656.0,alpha_vantage
2026-05-18,QQQ,711.54,712.07,698.85,705.88,705.88,49834549.0,alpha_vantage
2026-05-19,QQQ,699.81,706.49,695.25,701.53,701.53,46827529.0,alpha_vantage
2026-05-20,QQQ,705.29,713.15,703.79,713.15,713.15,35403154.0,alpha_vantage
2026-05-21,QQQ,708.99,717.12,706.77,714.51,714.51,36415360.0,alpha_vantage
2026-05-22,QQQ,718.07,722.12,715.95,717.54,717.54,33118575.0,alpha_vantage
2026-05-26,QQQ,725.96,731.17,724.16,730.28,730.28,34254692.0,alpha_vantage
2026-05-27,QQQ,732.96,733.32,725.44,729.45,729.45,35148674.0,alpha_vantage
2026-05-28,QQQ,729.73,736.6,726.41,735.6,735.6,32839952.0,alpha_vantage
2026-05-29,QQQ,737.84,741.63,735.25,738.31,738.31,37541668.0,alpha_vantage
2026-06-01,QQQ,737.04,745.65,735.99,742.74,742.74,33890559.0,alpha_vantage
2026-06-02,QQQ,742.4,746.44,739.23,746.16,746.16,30085237.0,alpha_vantage
2026-06-03,QQQ,747.31,748.65,741.01,744.21,744.21,40270198.0,alpha_vantage
2026-06-04,QQQ,735.48,743.4988,732.62,740.61,740.61,40782580.0,alpha_vantage
2026-06-05,QQQ,730.06,731.69,704.32,705.06,705.06,99606571.0,alpha_vantage
2026-06-08,QQQ,717.81,723.03,713.07,716.07,716.07,47401451.0,alpha_vantage
2026-06-09,QQQ,722.98,725.66,686.37,707.83,707.83,91932171.0,alpha_vantage
2026-06-10,QQQ,701.66,711.28,692.93,693.69,693.69,65334283.0,alpha_vantage
2026-06-11,QQQ,699.29,718.3721,695.0,717.12,717.12,71798857.0,alpha_vantage
2026-06-12,QQQ,717.61,724.01,711.28,721.34,721.34,51236021.0,alpha_vantage
2026-06-15,QQQ,738.1,744.7599,737.38,744.0,744.0,46710216.0,alpha_vantage
2026-06-16,QQQ,742.25,744.22,729.64,729.86,729.86,45348675.0,alpha_vantage
2026-06-17,QQQ,735.19,735.68,720.85,722.51,722.51,51669322.0,alpha_vantage
2026-06-18,QQQ,737.2,741.82,732.51,740.62,740.62,50154595.0,alpha_vantage
2026-06-22,QQQ,742.02,745.45,734.39,737.95,737.95,43518595.0,alpha_vantage
2026-06-23,QQQ,715.74,723.61,712.1101,713.65,713.65,53354151.0,alpha_vantage
2026-06-24,QQQ,715.37,719.93,704.45,710.62,710.62,52480437.0,alpha_vantage
2026-06-25,QQQ,725.9,726.83,705.3,716.38,716.38,50144089.0,alpha_vantage
2026-06-26,QQQ,707.13,715.555,702.81,706.52,706.52,47081821.0,alpha_vantage
2026-06-29,QQQ,713.99,724.58,705.172,724.08,724.08,44939090.0,alpha_vantage
2026-06-30,QQQ,724.18,737.62,723.91,736.4,736.4,42121829.0,alpha_vantage
2026-07-01,QQQ,729.19,731.92,724.6,725.17,725.17,40803791.0,alpha_vantage
2026-07-02,QQQ,725.58,730.83,707.56,712.6,712.6,51086080.0,alpha_vantage
2026-07-06,QQQ,719.93,726.08,718.45,722.82,722.82,30220428.0,alpha_vantage
2026-07-07,QQQ,714.17,716.35,704.9,709.43,709.43,42483079.0,alpha_vantage
2026-07-08,QQQ,704.95,712.2599,700.91,711.44,711.44,35603179.0,alpha_vantage
2026-07-09,QQQ,718.33,724.23,715.125,723.28,723.28,33654712.0,alpha_vantage
2026-07-10,QQQ,720.7,726.39,717.0,725.51,725.51,26415898.0,alpha_vantage
2026-07-13,QQQ,717.72,718.74,710.08,711.74,711.74,36552362.0,alpha_vantage
2026-07-14,QQQ,720.22,722.29,714.34,719.69,719.69,29448117.0,alpha_vantage
2026-07-15,QQQ,723.85,724.36,710.23,717.74,717.74,32627583.0,alpha_vantage
2026-07-16,QQQ,712.01,713.599,702.61,705.94,705.94,39402024.0,alpha_vantage
2026-07-17,QQQ,691.65,702.3,686.76,695.33,695.33,54109267.0,alpha_vantage
2026-07-20,QQQ,702.16,705.8,695.51,696.06,696.06,29687558.0,alpha_vantage
2026-07-21,QQQ,706.57,710.05,702.8,708.97,708.97,33728341.0,alpha_vantage
