symbol,source,date,latest_close,return_20d,return_60d,vol_20d,current_drawdown,max_drawdown,ma_50,ma_200
QQQ,alpha_vantage_compact+local_cache,2026-09-14,709.18,-0.02994241317520907,-0.018449571632226602,0.1290582513392252,-0.04956041599656913,-0.1196618032822726,710.3379999999999,660.464564108529
