run_date,provider,endpoint,calls_attempted,calls_success,calls_failed,rate_limited,limit_window,limit_value,credits_used,symbols_requested,symbols_loaded,stopped_after_429,retry_after_seconds,http_status,error_type,function,outputsize,adjusted,actual_endpoint,production_enabled,premium_blocked,message
2026-09-16,alpha_vantage,TIME_SERIES_DAILY,1,0,1,False,day,25,1,QQQ,,False,,,api_error,TIME_SERIES_DAILY,compact,False,TIME_SERIES_DAILY,True,False,We have detected your API key as F7S9PUKIECGF96D3 and our standard API rate limit is 25 requests per day. Please subscribe to any of the premium plans at https://www.alphavantage.co/premium/ to instantly remove all daily rate limits.
2026-09-16,tiingo,qqq_cache_initialize,0,0,0,False,hour,50,0,,,False,,,,,,,qqq_cache_initialize,True,False,called only when QQQ cache had fewer than 260 rows
2026-09-16,twelve_data,qqq_cache_initialize,0,0,0,False,minute,8,0,,,False,,,,,,,qqq_cache_initialize,True,False,fallback initialization when QQQ cache remained below 260 rows
