date,symbol,company_name,weight,sector,security_type_code,security_type_name,source
2026-06-11,NVDA,NVIDIA Corp,0.08158725,,COM,Common Stock,invesco
2026-06-11,AAPL,Apple Inc,0.07104144,,COM,Common Stock,invesco
2026-06-11,MU,Micron Technology Inc,0.05064242,,COM,Common Stock,invesco
2026-06-11,MSFT,Microsoft Corp,0.047440420000000004,,COM,Common Stock,invesco
2026-06-11,AMZN,Amazon.com Inc,0.04243544,,COM,Common Stock,invesco
2026-06-11,AMD,Advanced Micro Devices Inc,0.03598059,,COM,Common Stock,invesco
2026-06-11,GOOGL,Alphabet Inc Class A,0.03410962,,COM,Common Stock,invesco
2026-06-11,TSLA,Tesla Inc,0.03260589,,COM,Common Stock,invesco
2026-06-11,GOOG,Alphabet Inc Class C,0.03175952,,COM,Common Stock,invesco
2026-06-11,AVGO,Broadcom Inc,0.02992026,,COM,Common Stock,invesco
2026-06-11,META,Meta Platforms Inc,0.02744266,,COM,Common Stock,invesco
2026-06-11,WMT,Walmart Inc,0.02660854,,COM,Common Stock,invesco
2026-06-11,INTC,Intel Corp,0.02639863,,COM,Common Stock,invesco
2026-06-11,CSCO,Cisco Systems Inc,0.0217446,,COM,Common Stock,invesco
2026-06-11,LRCX,Lam Research Corp,0.02044665,,COM,Common Stock,invesco
2026-06-11,AMAT,Applied Materials Inc,0.01980873,,COM,Common Stock,invesco
2026-06-11,COST,Costco Wholesale Corp,0.01956992,,COM,Common Stock,invesco
2026-06-11,NFLX,Netflix Inc,0.01549789,,COM,Common Stock,invesco
2026-06-11,KLAC,KLA Corp,0.01427723,,COM,Common Stock,invesco
2026-06-11,PLTR,Palantir Technologies Inc,0.01356621,,COM,Common Stock,invesco
2026-06-11,SNDK,Sandisk Corp,0.01254304,,COM,Common Stock,invesco
2026-06-11,TXN,Texas Instruments Inc,0.012178169999999999,,COM,Common Stock,invesco
2026-06-11,MRVL,Marvell Technology Inc,0.01104528,,COM,Common Stock,invesco
2026-06-11,LIN,Linde PLC,0.010821579999999999,,COM,Common Stock,invesco
2026-06-11,PANW,Palo Alto Networks Inc,0.010302100000000002,,COM,Common Stock,invesco
2026-06-11,QCOM,QUALCOMM Inc,0.0098256,,COM,Common Stock,invesco
