metric_name,metric_value,denominator,data_date,source,is_missing
advancing_count,67.0,98,2026-06-12,mixed_history_cache+twelve_data_quote,False
declining_count,31.0,98,2026-06-12,mixed_history_cache+twelve_data_quote,False
advancing_ratio,0.6836734693877551,98,2026-06-12,mixed_history_cache+twelve_data_quote,False
above_20d_ma_ratio,0.5306122448979592,98,2026-06-12,mixed_history_cache+twelve_data_quote,False
above_50d_ma_ratio,0.5,98,2026-06-12,mixed_history_cache+twelve_data_quote,False
above_200d_ma_ratio,0.5714285714285714,98,2026-06-12,mixed_history_cache+twelve_data_quote,False
new_high_20d_count,14.0,98,2026-06-12,mixed_history_cache+twelve_data_quote,False
new_low_20d_count,9.0,98,2026-06-12,mixed_history_cache+twelve_data_quote,False
