symbol,source,date,latest_close,return_20d,return_60d,vol_20d,current_drawdown,max_drawdown,ma_50,ma_200
QQQ,alpha_vantage_compact+local_cache,2026-06-22,737.95,0.03280569901051078,0.25540131332720906,0.3000592204563785,-0.011003002037096477,-0.1196618032822726,695.7392,628.7946118318905
