date,symbol,company_name,weight,sector,security_type_code,security_type_name,source
2026-06-21,NVDA,NVIDIA Corp,0.08124779,,COM,Common Stock,invesco
2026-06-21,AAPL,Apple Inc,0.06934832,,COM,Common Stock,invesco
2026-06-21,MU,Micron Technology Inc,0.05584223,,COM,Common Stock,invesco
2026-06-21,MSFT,Microsoft Corp,0.044652370000000004,,COM,Common Stock,invesco
2026-06-21,AMZN,Amazon.com Inc,0.04158332,,COM,Common Stock,invesco
2026-06-21,AMD,Advanced Micro Devices Inc,0.03833218,,COM,Common Stock,invesco
2026-06-21,GOOGL,Alphabet Inc Class A,0.03395709,,COM,Common Stock,invesco
2026-06-21,TSLA,Tesla Inc,0.03168063,,COM,Common Stock,invesco
2026-06-21,GOOG,Alphabet Inc Class C,0.03167556,,COM,Common Stock,invesco
2026-06-21,AVGO,Broadcom Inc,0.03091117,,COM,Common Stock,invesco
2026-06-21,INTC,Intel Corp,0.029285890000000002,,COM,Common Stock,invesco
2026-06-21,META,Meta Platforms Inc,0.02701028,,COM,Common Stock,invesco
2026-06-21,WMT,Walmart Inc,0.02505703,,COM,Common Stock,invesco
2026-06-21,AMAT,Applied Materials Inc,0.02141996,,COM,Common Stock,invesco
2026-06-21,LRCX,Lam Research Corp,0.0212627,,COM,Common Stock,invesco
2026-06-21,CSCO,Cisco Systems Inc,0.02066105,,COM,Common Stock,invesco
2026-06-21,COST,Costco Wholesale Corp,0.01848012,,COM,Common Stock,invesco
2026-06-21,KLAC,KLA Corp,0.01488017,,COM,Common Stock,invesco
2026-06-21,NFLX,Netflix Inc,0.01428937,,COM,Common Stock,invesco
2026-06-21,SNDK,Sandisk Corp,0.01410392,,COM,Common Stock,invesco
2026-06-21,PLTR,Palantir Technologies Inc,0.01287556,,COM,Common Stock,invesco
2026-06-21,TXN,Texas Instruments Inc,0.01281552,,COM,Common Stock,invesco
2026-06-21,MRVL,Marvell Technology Inc,0.011834089999999998,,COM,Common Stock,invesco
2026-06-21,WDC,Western Digital Corp,0.01106548,,COM,Common Stock,invesco
2026-06-21,QCOM,QUALCOMM Inc,0.0105949,,COM,Common Stock,invesco
2026-06-21,LIN,Linde PLC,0.01037995,,COM,Common Stock,invesco
2026-06-21,PANW,Palo Alto Networks Inc,0.01027068,,COM,Common Stock,invesco
2026-06-21,STX,Seagate Technology Holdings PLC,0.010207679999999998,,COM,Common Stock,invesco
2026-06-21,ADI,Analog Devices Inc,0.00927692,,COM,Common Stock,invesco
2026-06-21,TMUS,T-Mobile US Inc,0.00875507,,COM,Common Stock,invesco
2026-06-21,PEP,PepsiCo Inc,0.00857774,,COM,Common Stock,invesco
2026-06-21,AMGN,Amgen Inc,0.00795968,,COM,Common Stock,invesco
2026-06-21,CRWD,Crowdstrike Holdings Inc,0.00755127,,COM,Common Stock,invesco
2026-06-21,GILD,Gilead Sciences Inc,0.00676435,,COM,Common Stock,invesco
2026-06-21,HON,Honeywell International Inc,0.00636705,,COM,Common Stock,invesco
2026-06-21,ISRG,Intuitive Surgical Inc,0.00631824,,COM,Common Stock,invesco
2026-06-21,APP,AppLovin Corp,0.00630834,,COM,Common Stock,invesco
2026-06-21,BKNG,Booking Holdings Inc,0.00596375,,COM,Common Stock,invesco
2026-06-21,SHOP,Shopify Inc,0.00583688,,COM,Common Stock,invesco
2026-06-21,VRTX,Vertex Pharmaceuticals Inc,0.0050179,,COM,Common Stock,invesco
2026-06-21,SBUX,Starbucks Corp,0.005015349999999999,,COM,Common Stock,invesco
2026-06-21,FTNT,Fortinet Inc,0.00468376,,COM,Common Stock,invesco
2026-06-21,CDNS,Cadence Design Systems Inc,0.00467791,,COM,Common Stock,invesco
2026-06-21,MAR,Marriott International Inc/MD,0.00460024,,COM,Common Stock,invesco
2026-06-21,CEG,Constellation Energy Corp,0.00433902,,COM,Common Stock,invesco
2026-06-21,MNST,Monster Beverage Corp,0.00390813,,COM,Common Stock,invesco
2026-06-21,ADP,Automatic Data Processing Inc,0.00387623,,COM,Common Stock,invesco
2026-06-21,SNPS,Synopsys Inc,0.0038163999999999997,,COM,Common Stock,invesco
2026-06-21,CSX,CSX Corp,0.00371115,,COM,Common Stock,invesco
