symbol,company_name,weight,price,change,changes_percentage,market_cap,pe,eps,provider,quote_time,is_missing,error_type,attempted_symbol,was_api_success,was_parse_success,was_merge_success
NVDA,NVIDIA Corp,0.08124779,208.64999,-2.040009,-0.96825123,,,,twelve_data,1782135000,False,,NVDA,True,True,True
AAPL,Apple Inc,0.06934832,297.01001,-1.0,-0.3355592,,,,twelve_data,1782135000,False,,AAPL,True,True,True
MU,Micron Technology Inc,0.05584223,1211.38,77.39001,6.82458,,,,twelve_data,1782135000,False,,MU,True,True,True
MSFT,Microsoft Corp,0.044652370000000004,367.34,-12.059998,-3.1787,,,,twelve_data,1782135000,False,,MSFT,True,True,True
AMZN,Amazon.com Inc,0.04158332,232.78999,-11.60001,-4.74651,,,,twelve_data,1782135000,False,,AMZN,True,True,True
AMD,Advanced Micro Devices Inc,0.03833218,551.63,14.26001,2.65367,,,,twelve_data,1782135000,False,,AMD,True,True,True
GOOGL,Alphabet Inc Class A,0.03395709,349.67999,-18.35001,-4.98601,,,,twelve_data,1782135000,False,,GOOGL,True,True,True
TSLA,Tesla Inc,0.03168063,405.049988,4.56,1.1386,,,,twelve_data,1782135000,False,,TSLA,True,True,True
GOOG,Alphabet Inc Class C,0.03167556,348.78,-18.67999,-5.083545,,,,twelve_data,1782135000,False,,GOOG,True,True,True
AVGO,Broadcom Inc,0.03091117,392.13,-19.22,-4.67242,,,,twelve_data,1782135000,False,,AVGO,True,True,True
INTC,Intel Corp,0.029285890000000002,140.94,6.95,5.18695,,,,twelve_data,1782135000,False,,INTC,True,True,True
META,Meta Platforms Inc,0.02701028,563.84998,-13.37,-2.31627,,,,twelve_data,1782135000,False,,META,True,True,True
WMT,Walmart Inc,0.02505703,117.18,0.0,0.0,,,,twelve_data,1782135000,False,,WMT,True,True,True
AMAT,Applied Materials Inc,0.02141996,640.17999,23.070007,3.73839,,,,twelve_data,1782135000,False,,AMAT,True,True,True
LRCX,Lam Research Corp,0.0212627,409.54001,20.5,5.26938,,,,twelve_data,1782135000,False,,LRCX,True,True,True
CSCO,Cisco Systems Inc,0.02066105,121.53,1.99,1.66471,,,,twelve_data,1782135000,False,,CSCO,True,True,True
COST,Costco Wholesale Corp,0.01848012,951.34998,-0.10003662,-0.010514123,,,,twelve_data,1782135000,False,,COST,True,True,True
KLAC,KLA Corp,0.01488017,269.16,9.60001,3.69857,,,,twelve_data,1782135000,False,,KLAC,True,True,True
NFLX,Netflix Inc,0.01428937,72.88,-4.5,-5.81546,,,,twelve_data,1782135000,False,,NFLX,True,True,True
SNDK,Sandisk Corp,0.01410392,2273.72998,88.97998,4.072776,,,,twelve_data,1782135000,False,,SNDK,True,True,True
