metric_name,metric_value,denominator,data_date,source,is_missing
advancing_count,68.0,98,2026-06-11,mixed_history_cache+twelve_data_quote,False
declining_count,29.0,98,2026-06-11,mixed_history_cache+twelve_data_quote,False
advancing_ratio,0.6938775510204082,98,2026-06-11,mixed_history_cache+twelve_data_quote,False
above_20d_ma_ratio,0.5,98,2026-06-11,mixed_history_cache+twelve_data_quote,False
above_50d_ma_ratio,0.46938775510204084,98,2026-06-11,mixed_history_cache+twelve_data_quote,False
above_200d_ma_ratio,0.5714285714285714,98,2026-06-11,mixed_history_cache+twelve_data_quote,False
new_high_20d_count,10.0,98,2026-06-11,mixed_history_cache+twelve_data_quote,False
new_low_20d_count,7.0,98,2026-06-11,mixed_history_cache+twelve_data_quote,False
