run_date,target_date,symbol,company_name,weight,latest_date,previous_date,latest_close,previous_close,daily_return,direction,is_complete,is_fresh,is_qualified,is_target_date,included_in_recent_breadth,included_in_strict_breadth,source
2026-06-12,2026-06-11,NVDA,NVIDIA Corp,0.08243983999999999,2026-06-11,2026-06-10,204.87,200.42,0.022203372916874686,up,True,True,True,True,True,True,tiingo
2026-06-12,2026-06-11,AAPL,Apple Inc,0.07237034,2026-06-11,2026-06-10,295.63,291.57999,0.013889876325189565,up,True,True,True,True,True,True,tiingo
2026-06-12,2026-06-11,MSFT,Microsoft Corp,0.049995000000000005,2026-06-11,2026-06-10,390.34,397.35999,-0.017666574835579207,down,True,True,True,True,True,True,tiingo
2026-06-12,2026-06-11,MU,Micron Technology Inc,0.04684442,2026-06-11,2026-06-10,995.87,891.88,0.11659640310355646,up,True,True,True,True,True,True,tiingo
2026-06-12,2026-06-11,AMZN,Amazon.com Inc,0.04319267,2026-06-11,2026-06-10,241.51,238.0,0.014747899159663902,up,True,True,True,True,True,True,tiingo
2026-06-12,2026-06-11,GOOGL,Alphabet Inc Class A,0.03509355,2026-06-11,2026-06-10,357.77,356.38,0.00390033110724497,up,True,True,True,True,True,True,tiingo
2026-06-12,2026-06-11,AMD,Advanced Micro Devices Inc,0.03441995,2026-06-11,2026-06-10,488.45,452.39999,0.0796861423449633,up,True,True,True,True,True,True,tiingo
2026-06-12,2026-06-11,GOOG,Alphabet Inc Class C,0.03250514,2026-06-11,2026-06-10,356.56,353.32001,0.009170128801932131,up,True,True,True,True,True,True,tiingo
2026-06-12,2026-06-11,TSLA,Tesla Inc,0.032195589999999996,2026-06-11,2026-06-10,399.15,381.59,0.04601797741030955,up,True,True,True,True,True,True,tiingo
2026-06-12,2026-06-11,AVGO,Broadcom Inc,0.02982369,2026-06-11,2026-06-10,385.57,372.10001,0.036199918403657216,up,True,True,True,True,True,True,tiingo
2026-06-12,2026-06-11,META,Meta Platforms Inc,0.02847146,2026-06-11,2026-06-10,568.43,570.97998,-0.004465970943499653,down,True,True,True,True,True,True,tiingo
2026-06-12,2026-06-11,WMT,Walmart Inc,0.027503299999999998,2026-06-11,2026-06-10,120.5,120.59,-0.0007463305415043031,down,True,True,True,True,True,True,tiingo
