metric_name,metric_value,denominator,data_date,source,is_missing
advancing_count,36.0,98,2026-06-16,mixed_history_cache+twelve_data_quote,False
declining_count,62.0,98,2026-06-16,mixed_history_cache+twelve_data_quote,False
advancing_ratio,0.3673469387755102,98,2026-06-16,mixed_history_cache+twelve_data_quote,False
above_20d_ma_ratio,0.5408163265306123,98,2026-06-16,mixed_history_cache+twelve_data_quote,False
above_50d_ma_ratio,0.5612244897959183,98,2026-06-16,mixed_history_cache+twelve_data_quote,False
above_200d_ma_ratio,0.5612244897959183,98,2026-06-16,mixed_history_cache+twelve_data_quote,False
new_high_20d_count,10.0,98,2026-06-16,mixed_history_cache+twelve_data_quote,False
new_low_20d_count,5.0,98,2026-06-16,mixed_history_cache+twelve_data_quote,False
