run_date,target_date,symbol,company_name,weight,latest_date,previous_date,latest_close,previous_close,daily_return,direction,is_complete,is_fresh,is_qualified,is_target_date,included_in_recent_breadth,included_in_strict_breadth,source
2026-06-17,2026-06-16,NVDA,NVIDIA Corp,0.08155758,2026-06-16,2026-06-15,207.41,212.45,-0.023723228995057632,down,True,True,True,True,True,True,tiingo
2026-06-17,2026-06-16,AAPL,Apple Inc,0.06866865,2026-06-16,2026-06-15,299.24,296.42,0.009513528102017332,up,True,True,True,True,True,True,tiingo
2026-06-17,2026-06-16,MU,Micron Technology Inc,0.05333647,2026-06-16,2026-06-15,1020.76,1087.99,-0.06179284736072943,down,True,True,True,True,True,True,tiingo
2026-06-17,2026-06-16,MSFT,Microsoft Corp,0.046837359999999995,2026-06-16,2026-06-15,393.83,399.76,-0.014833900340204154,down,True,True,True,True,True,True,tiingo
2026-06-17,2026-06-16,AMZN,Amazon.com Inc,0.04167276,2026-06-16,2026-06-15,246.0,246.02,-8.129420372327001e-05,down,True,True,True,True,True,True,tiingo
2026-06-17,2026-06-16,AMD,Advanced Micro Devices Inc,0.03886242,2026-06-16,2026-06-15,507.29,547.26,-0.07303658224609866,down,True,True,True,True,True,True,tiingo
2026-06-17,2026-06-16,GOOGL,Alphabet Inc Class A,0.03392589,2026-06-16,2026-06-15,373.25,369.35,0.010559090293759343,up,True,True,True,True,True,True,tiingo
2026-06-17,2026-06-16,TSLA,Tesla Inc,0.03237789,2026-06-16,2026-06-15,404.66,411.15,-0.01578499331144345,down,True,True,True,True,True,True,tiingo
2026-06-17,2026-06-16,GOOG,Alphabet Inc Class C,0.03150331,2026-06-16,2026-06-15,371.1,367.11,0.010868676963307955,up,True,True,True,True,True,True,tiingo
2026-06-17,2026-06-16,AVGO,Broadcom Inc,0.029469989999999998,2026-06-16,2026-06-15,376.71,393.94,-0.04373762501903844,down,True,True,True,True,True,True,tiingo
2026-06-17,2026-06-16,INTC,Intel Corp,0.027820610000000003,2026-06-16,2026-06-15,117.05,127.86,-0.08454559674644146,down,True,True,True,True,True,True,tiingo
2026-06-17,2026-06-16,META,Meta Platforms Inc,0.02764571,2026-06-16,2026-06-15,600.21,593.48,0.011339893509469512,up,True,True,True,True,True,True,tiingo
2026-06-17,2026-06-16,WMT,Walmart Inc,0.0257194,2026-06-16,2026-06-15,121.03,120.82,0.0017381228273465332,up,True,True,True,True,True,True,tiingo
2026-06-17,2026-06-16,LRCX,Lam Research Corp,0.02114648,2026-06-16,2026-06-15,369.34,388.92,-0.050344543865062374,down,True,True,True,True,True,True,tiingo
2026-06-17,2026-06-16,CSCO,Cisco Systems Inc,0.020676700000000003,2026-06-16,2026-06-15,119.57,120.17,-0.0049929266871932,down,True,True,True,True,True,True,tiingo
2026-06-17,2026-06-16,AMAT,Applied Materials Inc,0.02024122,2026-06-16,2026-06-15,568.23,585.78,-0.029960053262316877,down,True,True,True,True,True,True,tiingo
2026-06-17,2026-06-16,COST,Costco Wholesale Corp,0.01893856,2026-06-16,2026-06-15,986.68,979.45,0.007381693807749112,up,True,True,True,True,True,True,tiingo
2026-06-17,2026-06-16,NFLX,Netflix Inc,0.01501388,2026-06-16,2026-06-15,78.72,81.67,-0.036120974654095805,down,True,True,True,True,True,True,tiingo
2026-06-17,2026-06-16,KLAC,KLA Corp,0.01463416,2026-06-16,2026-06-15,237.33,256.42,-0.07444817096950318,down,True,True,True,True,True,True,tiingo
2026-06-17,2026-06-16,SNDK,Sandisk Corp,0.01354646,2026-06-16,2026-06-15,1991.55,2107.86,-0.055179186473485076,down,True,True,True,True,True,True,tiingo
2026-06-17,2026-06-16,PLTR,Palantir Technologies Inc,0.01344034,2026-06-16,2026-06-15,133.25,134.71,-0.010838096652067475,down,True,True,True,True,True,True,tiingo
2026-06-17,2026-06-16,TXN,Texas Instruments Inc,0.01238181,2026-06-16,2026-06-15,305.71,313.34,-0.024350545733069495,down,True,True,True,True,True,True,tiingo
2026-06-17,2026-06-16,MRVL,Marvell Technology Inc,0.01171649,2026-06-16,2026-06-15,278.67,308.88,-0.09780497280497269,down,True,True,True,True,True,True,tiingo
2026-06-17,2026-06-16,LIN,Linde PLC,0.010553749999999999,2026-06-16,2026-06-15,518.17,521.48,-0.006347319168520493,down,True,True,True,True,True,True,tiingo
2026-06-17,2026-06-16,QCOM,QUALCOMM Inc,0.01030097,2026-06-16,2026-06-15,214.07,220.81,-0.030523979892215114,down,True,True,True,True,True,True,tiingo
2026-06-17,2026-06-16,PANW,Palo Alto Networks Inc,0.010109449999999999,2026-06-16,2026-06-15,279.9,284.54,-0.016307021859844117,down,True,True,True,True,True,True,tiingo
2026-06-17,2026-06-16,STX,Seagate Technology Holdings PLC,0.00967352,2026-06-16,2026-06-15,1031.34,1018.8,0.012308598351001176,up,True,True,True,True,True,True,tiingo
2026-06-17,2026-06-16,WDC,Western Digital Corp,0.00964958,2026-06-16,2026-06-15,681.08,653.53,0.04215567762765304,up,True,True,True,True,True,True,tiingo
2026-06-17,2026-06-16,ADI,Analog Devices Inc,0.009112219999999999,2026-06-16,2026-06-15,416.0,427.58,-0.027082651199775487,down,True,True,True,True,True,True,tiingo
2026-06-17,2026-06-16,TMUS,T-Mobile US Inc,0.00906071,2026-06-16,2026-06-15,184.36,188.86,-0.023827173567722126,down,True,True,True,True,True,True,tiingo
2026-06-17,2026-06-16,PEP,PepsiCo Inc,0.008790639999999999,2026-06-16,2026-06-15,146.12,146.25,-0.000888888888888828,down,True,True,True,True,True,True,tiingo
2026-06-17,2026-06-16,AMGN,Amgen Inc,0.00822743,2026-06-16,2026-06-15,347.84,350.53,-0.007674093515533609,down,True,True,True,True,True,True,tiingo
2026-06-17,2026-06-16,CRWD,Crowdstrike Holdings Inc,0.00760571,2026-06-16,2026-06-15,679.49,692.91,-0.01936759463711013,down,True,True,True,True,True,True,tiingo
2026-06-17,2026-06-16,APP,AppLovin Corp,0.00696389,2026-06-16,2026-06-15,515.2,520.86,-0.010866643627846173,down,True,True,True,True,True,True,tiingo
2026-06-17,2026-06-16,GILD,Gilead Sciences Inc,0.00676302,2026-06-16,2026-06-15,127.23,124.3,0.023572003218020887,up,True,True,True,True,True,True,tiingo
2026-06-17,2026-06-16,ISRG,Intuitive Surgical Inc,0.006440940000000001,2026-06-16,2026-06-15,417.07,416.55,0.0012483495378705634,up,True,True,True,True,True,True,tiingo
2026-06-17,2026-06-16,HON,Honeywell International Inc,0.00629418,2026-06-16,2026-06-15,229.49,227.41,0.009146475528780673,up,True,True,True,True,True,True,tiingo
2026-06-17,2026-06-16,BKNG,Booking Holdings Inc,0.00603553,2026-06-16,2026-06-15,175.72,174.64,0.006184150251946852,up,True,True,True,True,True,True,tiingo
2026-06-17,2026-06-16,SHOP,Shopify Inc,0.00600499,2026-06-16,2026-06-15,113.23,112.49,0.006578362521113101,up,True,True,True,True,True,True,tiingo
2026-06-17,2026-06-16,SBUX,Starbucks Corp,0.005039470000000001,2026-06-16,2026-06-15,101.68,101.59,0.0008859139679102679,up,True,True,True,True,True,True,tiingo
2026-06-17,2026-06-16,VRTX,Vertex Pharmaceuticals Inc,0.00498241,2026-06-16,2026-06-15,453.17,450.46,0.006016072459263944,up,True,True,True,True,True,True,tiingo
2026-06-17,2026-06-16,FTNT,Fortinet Inc,0.0048160799999999995,2026-06-16,2026-06-15,147.02,149.49,-0.01652284433741391,down,True,True,True,True,True,True,tiingo
2026-06-17,2026-06-16,CDNS,Cadence Design Systems Inc,0.00474238,2026-06-16,2026-06-15,387.85,394.5,-0.016856780735107657,down,True,True,True,True,True,True,tiingo
2026-06-17,2026-06-16,MAR,Marriott International Inc/MD,0.00463067,2026-06-16,2026-06-15,399.1,400.63,-0.003818985098469896,down,True,True,True,True,True,True,tiingo
2026-06-17,2026-06-16,CEG,Constellation Energy Corp,0.00413497,2026-06-16,2026-06-15,268.0,262.35,0.021536115875738338,up,True,True,True,True,True,True,tiingo
2026-06-17,2026-06-16,MNST,Monster Beverage Corp,0.00397109,2026-06-16,2026-06-15,92.95,93.23,-0.003003325109943167,down,True,True,True,True,True,True,tiingo
2026-06-17,2026-06-16,ADP,Automatic Data Processing Inc,0.00394306,2026-06-16,2026-06-15,222.0,223.22,-0.005465460084221885,down,True,True,True,True,True,True,tiingo
2026-06-17,2026-06-16,CSX,CSX Corp,0.00383699,2026-06-16,2026-06-15,46.9,47.39,-0.010339734121122657,down,True,True,True,True,True,True,tiingo
2026-06-17,2026-06-16,SNPS,Synopsys Inc,0.00378984,2026-06-16,2026-06-15,448.38,454.38,-0.013204806549584003,down,True,True,True,True,True,True,tiingo
2026-06-17,2026-06-16,CMCSA,Comcast Corp,0.00374511,2026-06-16,2026-06-15,23.66,23.97,-0.012932832707551078,down,True,True,True,True,True,True,tiingo
2026-06-17,2026-06-16,ADBE,Adobe Inc,0.00366264,2026-06-16,2026-06-15,207.32,206.36,0.004652064353556806,up,True,True,True,True,True,True,tiingo
2026-06-17,2026-06-16,MELI,MercadoLibre Inc,0.00363411,2026-06-16,2026-06-15,1674.08,1646.36,0.016837143759566686,up,True,True,True,True,True,True,tiingo
2026-06-17,2026-06-16,MPWR,Monolithic Power Systems Inc,0.00353387,2026-06-16,2026-06-15,1498.77,1652.29,-0.092913471606074,down,True,True,True,True,True,True,tiingo
2026-06-17,2026-06-16,NXPI,NXP Semiconductors NV,0.00347543,2026-06-16,2026-06-15,302.89,315.88,-0.04112321134608077,down,True,True,True,True,True,True,tiingo
2026-06-17,2026-06-16,MDLZ,Mondelez International Inc,0.0034324700000000004,2026-06-16,2026-06-15,62.15,61.5,0.010569105691056846,up,True,True,True,True,True,True,tiingo
2026-06-17,2026-06-16,INTU,Intuit Inc,0.00339337,2026-06-16,2026-06-15,280.99,281.77,-0.002768215210987579,down,True,True,True,True,True,True,tiingo
2026-06-17,2026-06-16,ROST,Ross Stores Inc,0.00334064,2026-06-16,2026-06-15,234.49,236.77,-0.009629598344384815,down,True,True,True,True,True,True,tiingo
2026-06-17,2026-06-16,DDOG,Datadog Inc,0.00333375,2026-06-16,2026-06-15,231.11,233.09,-0.00849457291175082,down,True,True,True,True,True,True,tiingo
2026-06-17,2026-06-16,ORLY,O'Reilly Automotive Inc,0.00329525,2026-06-16,2026-06-15,90.68,90.26,0.004653224019499191,up,True,True,True,True,True,True,tiingo
2026-06-17,2026-06-16,AEP,American Electric Power Co Inc,0.0030451899999999997,2026-06-16,2026-06-15,129.75,129.31,0.003402675740468597,up,True,True,True,True,True,True,tiingo
2026-06-17,2026-06-16,CTAS,Cintas Corp,0.0030425200000000004,2026-06-16,2026-06-15,176.71,174.74,0.011273892640494498,up,True,True,True,True,True,True,tiingo
2026-06-17,2026-06-16,DASH,DoorDash Inc,0.00300045,2026-06-16,2026-06-15,170.03,168.09,0.011541436135403593,up,True,True,True,True,True,True,tiingo
2026-06-17,2026-06-16,LITE,Lumentum Holdings Inc,0.0029759799999999996,2026-06-16,2026-06-15,875.36,957.24,-0.08553758722995275,down,True,True,True,True,True,True,tiingo
2026-06-17,2026-06-16,WBD,Warner Bros Discovery Inc,0.00289705,2026-06-16,2026-06-15,26.6,26.83,-0.008572493477450482,down,True,True,True,True,True,True,tiingo
