symbol,company_name,weight,price,change,changes_percentage,market_cap,pe,eps,provider,quote_time,is_missing,error_type,attempted_symbol,was_api_success,was_parse_success,was_merge_success
NVDA,NVIDIA Corp,0.08155758,207.41,-5.039993,-2.37232,,,,twelve_data,1781616600,False,,NVDA,True,True,True
AAPL,Apple Inc,0.06866865,299.23999,2.81998,0.95134494,,,,twelve_data,1781616600,False,,AAPL,True,True,True
MU,Micron Technology Inc,0.05333647,1020.76001,-67.22998,-6.17928,,,,twelve_data,1781616600,False,,MU,True,True,True
MSFT,Microsoft Corp,0.046837359999999995,393.82999,-5.93002,-1.4834,,,,twelve_data,1781616600,False,,MSFT,True,True,True
AMZN,Amazon.com Inc,0.04167276,246.0,-0.020004272,-0.0081311569,,,,twelve_data,1781616600,False,,AMZN,True,True,True
AMD,Advanced Micro Devices Inc,0.03886242,507.29001,-39.97,-7.30366,,,,twelve_data,1781616600,False,,AMD,True,True,True
GOOGL,Alphabet Inc Class A,0.03392589,373.25,3.89999,1.055907,,,,twelve_data,1781616600,False,,GOOGL,True,True,True
TSLA,Tesla Inc,0.03237789,404.66,-6.48999,-1.5785,,,,twelve_data,1781616600,False,,TSLA,True,True,True
GOOG,Alphabet Inc Class C,0.03150331,371.10001,3.99002,1.086873,,,,twelve_data,1781616600,False,,GOOG,True,True,True
AVGO,Broadcom Inc,0.029469989999999998,376.70999,-17.23001,-4.37377,,,,twelve_data,1781616600,False,,AVGO,True,True,True
INTC,Intel Corp,0.027820610000000003,117.050003,-10.81,-8.45456,,,,twelve_data,1781616600,False,,INTC,True,True,True
META,Meta Platforms Inc,0.02764571,600.21002,6.73004,1.134,,,,twelve_data,1781616600,False,,META,True,True,True
WMT,Walmart Inc,0.0257194,121.029999,0.20999908,0.17381153,,,,twelve_data,1781616600,False,,WMT,True,True,True
LRCX,Lam Research Corp,0.02114648,369.34,-19.58002,-5.034459,,,,twelve_data,1781616600,False,,LRCX,True,True,True
CSCO,Cisco Systems Inc,0.020676700000000003,119.57,-0.59999847,-0.49929141,,,,twelve_data,1781616600,False,,CSCO,True,True,True
AMAT,Applied Materials Inc,0.02024122,568.22998,-17.55005,-2.99601,,,,twelve_data,1781616600,False,,AMAT,True,True,True
COST,Costco Wholesale Corp,0.01893856,986.67999,7.22998,0.73816738,,,,twelve_data,1781616600,False,,COST,True,True,True
NFLX,Netflix Inc,0.01501388,78.72,-2.95,-3.61209,,,,twelve_data,1781616600,False,,NFLX,True,True,True
KLAC,KLA Corp,0.01463416,237.33,-19.090012,-7.44482,,,,twelve_data,1781616600,False,,KLAC,True,True,True
SNDK,Sandisk Corp,0.01354646,1991.55005,-116.31006,-5.51792,,,,twelve_data,1781616600,False,,SNDK,True,True,True
