date,symbol,company_name,weight,sector,security_type_code,security_type_name,source
2026-06-15,NVDA,NVIDIA Corp,0.08155758,,COM,Common Stock,invesco
2026-06-15,AAPL,Apple Inc,0.06866865,,COM,Common Stock,invesco
2026-06-15,MU,Micron Technology Inc,0.05333647,,COM,Common Stock,invesco
2026-06-15,MSFT,Microsoft Corp,0.046837359999999995,,COM,Common Stock,invesco
2026-06-15,AMZN,Amazon.com Inc,0.04167276,,COM,Common Stock,invesco
2026-06-15,AMD,Advanced Micro Devices Inc,0.03886242,,COM,Common Stock,invesco
2026-06-15,GOOGL,Alphabet Inc Class A,0.03392589,,COM,Common Stock,invesco
2026-06-15,TSLA,Tesla Inc,0.03237789,,COM,Common Stock,invesco
2026-06-15,GOOG,Alphabet Inc Class C,0.03150331,,COM,Common Stock,invesco
2026-06-15,AVGO,Broadcom Inc,0.029469989999999998,,COM,Common Stock,invesco
2026-06-15,INTC,Intel Corp,0.027820610000000003,,COM,Common Stock,invesco
2026-06-15,META,Meta Platforms Inc,0.02764571,,COM,Common Stock,invesco
2026-06-15,WMT,Walmart Inc,0.0257194,,COM,Common Stock,invesco
2026-06-15,LRCX,Lam Research Corp,0.02114648,,COM,Common Stock,invesco
2026-06-15,CSCO,Cisco Systems Inc,0.020676700000000003,,COM,Common Stock,invesco
2026-06-15,AMAT,Applied Materials Inc,0.02024122,,COM,Common Stock,invesco
2026-06-15,COST,Costco Wholesale Corp,0.01893856,,COM,Common Stock,invesco
2026-06-15,NFLX,Netflix Inc,0.01501388,,COM,Common Stock,invesco
2026-06-15,KLAC,KLA Corp,0.01463416,,COM,Common Stock,invesco
2026-06-15,SNDK,Sandisk Corp,0.01354646,,COM,Common Stock,invesco
2026-06-15,PLTR,Palantir Technologies Inc,0.01344034,,COM,Common Stock,invesco
2026-06-15,TXN,Texas Instruments Inc,0.01238181,,COM,Common Stock,invesco
2026-06-15,MRVL,Marvell Technology Inc,0.01171649,,COM,Common Stock,invesco
2026-06-15,LIN,Linde PLC,0.010553749999999999,,COM,Common Stock,invesco
2026-06-15,QCOM,QUALCOMM Inc,0.01030097,,COM,Common Stock,invesco
2026-06-15,PANW,Palo Alto Networks Inc,0.010109449999999999,,COM,Common Stock,invesco
2026-06-15,STX,Seagate Technology Holdings PLC,0.00967352,,COM,Common Stock,invesco
2026-06-15,WDC,Western Digital Corp,0.00964958,,COM,Common Stock,invesco
2026-06-15,ADI,Analog Devices Inc,0.009112219999999999,,COM,Common Stock,invesco
2026-06-15,TMUS,T-Mobile US Inc,0.00906071,,COM,Common Stock,invesco
2026-06-15,PEP,PepsiCo Inc,0.008790639999999999,,COM,Common Stock,invesco
2026-06-15,AMGN,Amgen Inc,0.00822743,,COM,Common Stock,invesco
2026-06-15,CRWD,Crowdstrike Holdings Inc,0.00760571,,COM,Common Stock,invesco
2026-06-15,ASML,ASML Holding NV,0.00724379,,DRNY,American Depository Receipt - NY,invesco
2026-06-15,APP,AppLovin Corp,0.00696389,,COM,Common Stock,invesco
2026-06-15,GILD,Gilead Sciences Inc,0.00676302,,COM,Common Stock,invesco
2026-06-15,ISRG,Intuitive Surgical Inc,0.006440940000000001,,COM,Common Stock,invesco
2026-06-15,HON,Honeywell International Inc,0.00629418,,COM,Common Stock,invesco
2026-06-15,BKNG,Booking Holdings Inc,0.00603553,,COM,Common Stock,invesco
2026-06-15,SHOP,Shopify Inc,0.00600499,,COM,Common Stock,invesco
2026-06-15,SBUX,Starbucks Corp,0.005039470000000001,,COM,Common Stock,invesco
2026-06-15,VRTX,Vertex Pharmaceuticals Inc,0.00498241,,COM,Common Stock,invesco
2026-06-15,FTNT,Fortinet Inc,0.0048160799999999995,,COM,Common Stock,invesco
2026-06-15,CDNS,Cadence Design Systems Inc,0.00474238,,COM,Common Stock,invesco
2026-06-15,MAR,Marriott International Inc/MD,0.00463067,,COM,Common Stock,invesco
2026-06-15,CEG,Constellation Energy Corp,0.00413497,,COM,Common Stock,invesco
2026-06-15,MNST,Monster Beverage Corp,0.00397109,,COM,Common Stock,invesco
2026-06-15,ADP,Automatic Data Processing Inc,0.00394306,,COM,Common Stock,invesco
2026-06-15,CSX,CSX Corp,0.00383699,,COM,Common Stock,invesco
2026-06-15,SNPS,Synopsys Inc,0.00378984,,COM,Common Stock,invesco
2026-06-15,CMCSA,Comcast Corp,0.00374511,,COM,Common Stock,invesco
2026-06-15,ADBE,Adobe Inc,0.00366264,,COM,Common Stock,invesco
2026-06-15,MELI,MercadoLibre Inc,0.00363411,,COM,Common Stock,invesco
2026-06-15,MPWR,Monolithic Power Systems Inc,0.00353387,,COM,Common Stock,invesco
2026-06-15,NXPI,NXP Semiconductors NV,0.00347543,,COM,Common Stock,invesco
2026-06-15,MDLZ,Mondelez International Inc,0.0034324700000000004,,COM,Common Stock,invesco
2026-06-15,INTU,Intuit Inc,0.00339337,,COM,Common Stock,invesco
2026-06-15,ROST,Ross Stores Inc,0.00334064,,COM,Common Stock,invesco
2026-06-15,DDOG,Datadog Inc,0.00333375,,COM,Common Stock,invesco
2026-06-15,ORLY,O'Reilly Automotive Inc,0.00329525,,COM,Common Stock,invesco
2026-06-15,AEP,American Electric Power Co Inc,0.0030451899999999997,,COM,Common Stock,invesco
2026-06-15,CTAS,Cintas Corp,0.0030425200000000004,,COM,Common Stock,invesco
2026-06-15,DASH,DoorDash Inc,0.00300045,,COM,Common Stock,invesco
2026-06-15,LITE,Lumentum Holdings Inc,0.0029759799999999996,,COM,Common Stock,invesco
2026-06-15,WBD,Warner Bros Discovery Inc,0.00289705,,COM,Common Stock,invesco
2026-06-15,REGN,Regeneron Pharmaceuticals Inc,0.0027821200000000003,,COM,Common Stock,invesco
2026-06-15,PCAR,PACCAR Inc,0.00276355,,COM,Common Stock,invesco
2026-06-15,BKR,Baker Hughes Co,0.00268756,,COM,Common Stock,invesco
2026-06-15,ABNB,Airbnb Inc,0.0025628,,COM,Common Stock,invesco
2026-06-15,ARM,ARM Holdings PLC,0.0025145899999999997,,ADR,American Depository Receipt,invesco
2026-06-15,PDD,PDD Holdings Inc,0.00242982,,ADR,American Depository Receipt,invesco
2026-06-15,MCHP,Microchip Technology Inc,0.00236367,,COM,Common Stock,invesco
2026-06-15,FANG,Diamondback Energy Inc,0.00233309,,COM,Common Stock,invesco
2026-06-15,FAST,Fastenal Co,0.00230495,,COM,Common Stock,invesco
2026-06-15,EA,Electronic Arts Inc,0.00221529,,COM,Common Stock,invesco
2026-06-15,XEL,Xcel Energy Inc,0.00217682,,COM,Common Stock,invesco
2026-06-15,ODFL,Old Dominion Freight Line Inc,0.0021623700000000003,,COM,Common Stock,invesco
2026-06-15,FER,Ferrovial NV,0.00215132,,COM,Common Stock,invesco
2026-06-15,EXC,Exelon Corp,0.0020617,,COM,Common Stock,invesco
2026-06-15,CCEP,Coca-Cola Europacific Partners PLC,0.00198807,,COM,Common Stock,invesco
2026-06-15,IDXX,IDEXX Laboratories Inc,0.00198084,,COM,Common Stock,invesco
2026-06-15,KDP,Keurig Dr Pepper Inc,0.00188396,,COM,Common Stock,invesco
2026-06-15,ADSK,Autodesk Inc,0.0018331900000000002,,COM,Common Stock,invesco
2026-06-15,MSTR,Strategy Inc,0.00179357,,COM,Common Stock,invesco
2026-06-15,TTWO,Take-Two Interactive Software Inc,0.0017476500000000001,,COM,Common Stock,invesco
2026-06-15,PYPL,PayPal Holdings Inc,0.00171298,,COM,Common Stock,invesco
2026-06-15,ALNY,Alnylam Pharmaceuticals Inc,0.0016658800000000002,,COM,Common Stock,invesco
2026-06-15,PAYX,Paychex Inc,0.00158087,,COM,Common Stock,invesco
2026-06-15,AXON,Axon Enterprise Inc,0.0015554000000000002,,COM,Common Stock,invesco
2026-06-15,TRI,Thomson Reuters Corp,0.00153825,,COM,Common Stock,invesco
2026-06-15,ROP,Roper Technologies Inc,0.0014934800000000002,,COM,Common Stock,invesco
2026-06-15,GEHC,GE HealthCare Technologies Inc,0.0012881899999999998,,COM,Common Stock,invesco
2026-06-15,CPRT,Copart Inc,0.00128017,,COM,Common Stock,invesco
2026-06-15,KHC,Kraft Heinz Co/The,0.0012601200000000002,,COM,Common Stock,invesco
