date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor,symbol,source
2026-05-29,450.24,450.33,432.36,432.545,79654376,450.24,450.33,432.36,432.545,79654376,0.0,1.0,MSFT,tiingo
2026-06-01,460.52,466.32,458.27,464.84,53628910,460.52,466.32,458.27,464.84,53628910,0.0,1.0,MSFT,tiingo
2026-06-02,441.31,453.5,440.43,446.88,37036801,441.31,453.5,440.43,446.88,37036801,0.0,1.0,MSFT,tiingo
2026-06-03,427.34,440.39,424.25,438.45,39037007,427.34,440.39,424.25,438.45,39037007,0.0,1.0,MSFT,tiingo
2026-06-04,428.05,436.15,426.41,435.81,26899511,428.05,436.15,426.41,435.81,26899511,0.0,1.0,MSFT,tiingo
2026-06-05,416.67,429.47,414.4,428.34,34782164,416.67,429.47,414.4,428.34,34782164,0.0,1.0,MSFT,tiingo
2026-06-08,411.74,417.1599,408.56,414.14,32086714,411.74,417.1599,408.56,414.14,32086714,0.0,1.0,MSFT,tiingo
2026-06-09,403.41,411.98,398.48,409.03,35317302,403.41,411.98,398.48,409.03,35317302,0.0,1.0,MSFT,tiingo
