date,open,high,low,close,volume,symbol,source
2026-06-09,252.655,256.46991,245.49001,251.64999,3415403,CEG,twelve_data
2026-06-08,256.095001,256.095001,250.14,250.67,3629400,CEG,twelve_data
2026-06-05,261.0,261.86499,253.67999,254.83,4130700,CEG,twelve_data
2026-06-04,266.85501,268.64499,261.20001,264.59,3467200,CEG,twelve_data
2026-06-03,272.715,274.5,265.23001,267.23999,4373100,CEG,twelve_data
2026-06-02,266.98999,275.0,260.29999,272.64999,7774700,CEG,twelve_data
2026-06-01,275.0,278.60999,264.20999,265.70001,11480600,CEG,twelve_data
2026-05-29,286.44,290.89999,284.67001,287.75,2491200,CEG,twelve_data
2026-05-28,285.22501,289.89001,281.10999,286.31,2378300,CEG,twelve_data
2026-05-27,300.62,300.81,286.69,288.67999,3345800,CEG,twelve_data
2026-05-26,300.01001,310.45001,299.079987,301.57001,3606900,CEG,twelve_data
2026-05-22,287.52499,296.89999,286.995,294.070007,2877600,CEG,twelve_data
2026-05-21,281.53,288.067993,281.53,285.82999,2366000,CEG,twelve_data
2026-05-20,273.39001,282.60001,270.20001,281.26001,4095600,CEG,twelve_data
2026-05-19,258.48001,261.20999,256.10001,260.67001,3935800,CEG,twelve_data
2026-05-18,267.20001,267.87,258.89999,262.0,3435800,CEG,twelve_data
2026-05-15,270.64999,273.19501,266.57001,267.20001,3835700,CEG,twelve_data
2026-05-14,274.70001,278.60001,273.79999,275.26001,3655500,CEG,twelve_data
2026-05-13,289.20001,292.0,268.98001,274.89001,6653700,CEG,twelve_data
2026-05-12,298.69,300.70999,287.5,293.60001,3761500,CEG,twelve_data
2026-05-11,315.29999,317.73999,288.82999,299.69,6274200,CEG,twelve_data
2026-05-08,314.87,317.64999,301.76001,303.63,2948600,CEG,twelve_data
2026-05-07,323.01001,328.79999,310.65799,311.28,2630200,CEG,twelve_data
2026-05-06,320.42001,325.69,314.01001,322.78,3062200,CEG,twelve_data
2026-05-05,323.85001,324.98999,318.57999,320.42001,1895500,CEG,twelve_data
2026-05-04,308.78,325.42001,308.78,321.049988,2833800,CEG,twelve_data
2026-05-01,312.51001,317.23999,307.62,307.81,2102500,CEG,twelve_data
