run_date,target_date,symbol,company_name,weight,latest_date,previous_date,latest_close,previous_close,daily_return,direction,is_complete,is_fresh,is_qualified,is_target_date,included_in_recent_breadth,included_in_strict_breadth,source
2026-06-16,2026-06-15,NVDA,NVIDIA Corp,0.08120092,2026-06-15,2026-06-12,212.45,205.19,0.03538184122033239,up,True,True,True,True,True,True,tiingo
2026-06-16,2026-06-15,AAPL,Apple Inc,0.06952088,2026-06-15,2026-06-12,296.42,291.13,0.018170576718304687,up,True,True,True,True,True,True,tiingo
2026-06-16,2026-06-15,MU,Micron Technology Inc,0.049603890000000005,2026-06-15,2026-06-12,1087.99,981.61,0.10837297908538024,up,True,True,True,True,True,True,tiingo
2026-06-16,2026-06-15,MSFT,Microsoft Corp,0.047190899999999994,2026-06-15,2026-06-12,399.76,390.74,0.023084403951476595,up,True,True,True,True,True,True,tiingo
2026-06-16,2026-06-15,AMZN,Amazon.com Inc,0.04165224,2026-06-15,2026-06-12,246.02,238.55,0.031314189897296174,up,True,True,True,True,True,True,tiingo
2026-06-16,2026-06-15,AMD,Advanced Micro Devices Inc,0.03744712,2026-06-15,2026-06-12,547.26,511.57,0.06976562347283854,up,True,True,True,True,True,True,tiingo
2026-06-16,2026-06-15,GOOGL,Alphabet Inc Class A,0.034076209999999996,2026-06-15,2026-06-12,369.35,359.68,0.026885008896797125,up,True,True,True,True,True,True,tiingo
2026-06-16,2026-06-15,TSLA,Tesla Inc,0.03299219,2026-06-15,2026-06-12,411.15,406.43,0.011613315946165326,up,True,True,True,True,True,True,tiingo
2026-06-16,2026-06-15,GOOG,Alphabet Inc Class C,0.03170153,2026-06-15,2026-06-12,367.11,358.16,0.0249888318070135,up,True,True,True,True,True,True,tiingo
2026-06-16,2026-06-15,AVGO,Broadcom Inc,0.029462540000000002,2026-06-15,2026-06-12,393.94,382.07,0.031067605412620658,up,True,True,True,True,True,True,tiingo
2026-06-16,2026-06-15,INTC,Intel Corp,0.027939759999999998,2026-06-15,2026-06-12,127.86,124.57,0.026410853335474105,up,True,True,True,True,True,True,tiingo
2026-06-16,2026-06-15,META,Meta Platforms Inc,0.027200850000000002,2026-06-15,2026-06-12,593.48,566.4788855313,0.047664820628531945,up,True,True,True,True,True,True,tiingo
2026-06-16,2026-06-15,WMT,Walmart Inc,0.02656001,2026-06-15,2026-06-12,120.82,121.04,-0.0018175809649703112,down,True,True,True,True,True,True,tiingo
2026-06-16,2026-06-15,CSCO,Cisco Systems Inc,0.02147862,2026-06-15,2026-06-12,120.17,121.1,-0.007679603633360843,down,True,True,True,True,True,True,tiingo
2026-06-16,2026-06-15,LRCX,Lam Research Corp,0.02055873,2026-06-15,2026-06-12,388.92,366.81,0.060276437392655646,up,True,True,True,True,True,True,tiingo
2026-06-16,2026-06-15,AMAT,Applied Materials Inc,0.02020477,2026-06-15,2026-06-12,585.78,567.25,0.032666372851476444,up,True,True,True,True,True,True,tiingo
2026-06-16,2026-06-15,COST,Costco Wholesale Corp,0.0195798,2026-06-15,2026-06-12,979.45,982.35,-0.002952104647019893,down,True,True,True,True,True,True,tiingo
2026-06-16,2026-06-15,NFLX,Netflix Inc,0.015224370000000001,2026-06-15,2026-06-12,81.67,80.34,0.01655464276823504,up,True,True,True,True,True,True,tiingo
2026-06-16,2026-06-15,KLAC,KLA Corp,0.0149744,2026-06-15,2026-06-12,256.42,254.54,0.007385872554412032,up,True,True,True,True,True,True,tiingo
2026-06-16,2026-06-15,PLTR,Palantir Technologies Inc,0.013163260000000001,2026-06-15,2026-06-12,134.71,127.99,0.05250410188295973,up,True,True,True,True,True,True,tiingo
2026-06-16,2026-06-15,SNDK,Sandisk Corp,0.01311742,2026-06-15,2026-06-12,2107.86,1980.1,0.06452199383869517,up,True,True,True,True,True,True,tiingo
2026-06-16,2026-06-15,TXN,Texas Instruments Inc,0.012265489999999999,2026-06-15,2026-06-12,313.34,301.12,0.04058182784272035,up,True,True,True,True,True,True,tiingo
2026-06-16,2026-06-15,MRVL,Marvell Technology Inc,0.010936459999999999,2026-06-15,2026-06-12,308.88,279.7,0.10432606363961394,up,True,True,True,True,True,True,tiingo
2026-06-16,2026-06-15,LIN,Linde PLC,0.010922480000000002,2026-06-15,2026-06-12,521.48,523.57,-0.0039918253528659076,down,True,True,True,True,True,True,tiingo
