symbol,source,date,latest_close,return_20d,return_60d,vol_20d,current_drawdown,max_drawdown,ma_50,ma_200,signal_return_20d,signal_return_60d,signal_vol_20d,signal_drawdown
QQQ,tiingo,2026-06-03,744.21,0.09184137556667316,0.22603906699045884,0.15766538415191447,-0.0026133805082019235,-0.1196618032822726,662.3317999999999,619.3427941110641,绿色,绿色,绿色,绿色
