date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor,symbol,source
2026-08-17,206.29,206.65,201.84,202.7,1178401,206.29,206.65,201.84,202.7,1178401,0.0,1.0,FANG,tiingo
2026-08-18,210.02,210.41,206.4671,208.93,1812228,210.02,210.41,206.4671,208.93,1812228,0.0,1.0,FANG,tiingo
2026-08-19,208.55,213.75,207.75,210.84,1893500,208.55,213.75,207.75,210.84,1893500,0.0,1.0,FANG,tiingo
2026-08-20,211.02,216.9,209.31,213.51,2234404,211.02,216.9,209.31,213.51,2234404,0.0,1.0,FANG,tiingo
2026-08-21,210.72,212.96,209.1501,211.84,1414276,210.72,212.96,209.1501,211.84,1414276,0.0,1.0,FANG,tiingo
2026-08-24,205.6,211.355,203.31,210.0,2263951,205.6,211.355,203.31,210.0,2263951,0.0,1.0,FANG,tiingo
2026-08-25,199.89,204.0,199.47,201.6,2004918,199.89,204.0,199.47,201.6,2004918,0.0,1.0,FANG,tiingo
2026-08-26,199.84,202.0,196.65,197.93,1414572,199.84,202.0,196.65,197.93,1414572,0.0,1.0,FANG,tiingo
2026-08-27,200.52,201.6037,197.69,200.43,1254470,200.52,201.6037,197.69,200.43,1254470,0.0,1.0,FANG,tiingo
