symbol,name,price,changePercentage,change,volume,dayLow,dayHigh,yearHigh,yearLow,marketCap,priceAvg50,priceAvg200,exchange,open,previousClose,timestamp,source
COST,Costco Wholesale Corporation,987.37,2.65535,25.54,246916,982.52,990.01,1096.5,844.06,438049660444,1006.4164,957.0995,NASDAQ,986.96,961.83,1780580232,fmp
