symbol,name,price,changePercentage,change,volume,dayLow,dayHigh,yearHigh,yearLow,marketCap,priceAvg50,priceAvg200,exchange,open,previousClose,timestamp,source
NVDA,NVIDIA Corporation,215.09,0.15832,0.34,13144324,212.74,215.09,236.54,138.83,5209694890000,202.0494,188.24255,NASDAQ,213.905,214.75,1780580219,fmp
