symbol,name,price,changePercentage,change,volume,dayLow,dayHigh,yearHigh,yearLow,marketCap,priceAvg50,priceAvg200,exchange,open,previousClose,timestamp,source
META,"Meta Platforms, Inc.",622.98,4.24175,25.35,20346772,600.27,624.1,796.25,520.26,1581386807886,618.8652,663.9397,NASDAQ,602.99,597.63,1780516801,fmp
