date,symbol,company_name,weight,sector,security_type_code,security_type_name,source
2026-06-04,NVDA,NVIDIA Corp,0.08433591,,COM,Common Stock,invesco
2026-06-04,AAPL,Apple Inc,0.07244039,,COM,Common Stock,invesco
2026-06-04,MSFT,Microsoft Corp,0.05049571,,COM,Common Stock,invesco
2026-06-04,MU,Micron Technology Inc,0.04905769,,COM,Common Stock,invesco
2026-06-04,AMZN,Amazon.com Inc,0.04319211,,COM,Common Stock,invesco
2026-06-04,AMD,Advanced Micro Devices Inc,0.03732949,,COM,Common Stock,invesco
2026-06-04,GOOGL,Alphabet Inc Class A,0.034348369999999996,,COM,Common Stock,invesco
2026-06-04,TSLA,Tesla Inc,0.03310853,,COM,Common Stock,invesco
2026-06-04,GOOG,Alphabet Inc Class C,0.03183849,,COM,Common Stock,invesco
2026-06-04,AVGO,Broadcom Inc,0.0314861,,COM,Common Stock,invesco
2026-06-04,META,Meta Platforms Inc,0.02934593,,COM,Common Stock,invesco
2026-06-04,WMT,Walmart Inc,0.02518224,,COM,Common Stock,invesco
2026-06-04,INTC,Intel Corp,0.0244368,,COM,Common Stock,invesco
2026-06-04,CSCO,Cisco Systems Inc,0.022473809999999997,,COM,Common Stock,invesco
2026-06-04,COST,Costco Wholesale Corp,0.01889016,,COM,Common Stock,invesco
2026-06-04,LRCX,Lam Research Corp,0.01837787,,COM,Common Stock,invesco
2026-06-04,AMAT,Applied Materials Inc,0.01743618,,COM,Common Stock,invesco
2026-06-04,NFLX,Netflix Inc,0.01506454,,COM,Common Stock,invesco
2026-06-04,PLTR,Palantir Technologies Inc,0.01420458,,COM,Common Stock,invesco
2026-06-04,KLAC,KLA Corp,0.01221992,,COM,Common Stock,invesco
2026-06-04,TXN,Texas Instruments Inc,0.01212391,,COM,Common Stock,invesco
2026-06-04,MRVL,Marvell Technology Inc,0.01205961,,COM,Common Stock,invesco
2026-06-04,QCOM,QUALCOMM Inc,0.01136552,,COM,Common Stock,invesco
2026-06-04,SNDK,Sandisk Corp,0.0113623,,COM,Common Stock,invesco
2026-06-04,LIN,Linde PLC,0.01031936,,COM,Common Stock,invesco
2026-06-04,PANW,Palo Alto Networks Inc,0.00996841,,COM,Common Stock,invesco
2026-06-04,ADI,Analog Devices Inc,0.009180559999999999,,COM,Common Stock,invesco
2026-06-04,STX,Seagate Technology Holdings PLC,0.00883386,,COM,Common Stock,invesco
2026-06-04,TMUS,T-Mobile US Inc,0.00858223,,COM,Common Stock,invesco
2026-06-04,WDC,Western Digital Corp,0.00853566,,COM,Common Stock,invesco
