date,open,high,low,close,volume,symbol,source
2026-06-10,507.89999,517.015015,492.63,492.98001,4827965,APP,twelve_data
2026-06-09,558.15997,567.65997,502.81,520.84003,4442000,APP,twelve_data
2026-06-08,558.59003,573.70001,557.41998,563.69,3896100,APP,twelve_data
2026-06-05,577.91498,595.0,548.78003,557.20001,5547000,APP,twelve_data
2026-06-04,572.40002,587.0,554.22998,558.87,4960400,APP,twelve_data
2026-06-03,594.79999,599.64203,565.039978,570.83002,3456200,APP,twelve_data
2026-06-02,613.85999,617.0,591.0,605.63,2717800,APP,twelve_data
2026-06-01,615.20001,622.0,584.85999,613.70001,4303800,APP,twelve_data
2026-05-29,601.46997,616.66998,580.52002,613.090027,6243700,APP,twelve_data
2026-05-28,562.15997,606.39001,560.48798,599.89001,5836600,APP,twelve_data
2026-05-27,520.90997,581.0,514.12,567.83002,8276800,APP,twelve_data
2026-05-26,516.070007,538.82001,497.0,514.23999,6750200,APP,twelve_data
2026-05-22,485.0,494.44,475.79001,481.67999,3822200,APP,twelve_data
2026-05-21,480.0,498.26001,473.084991,485.89001,3203700,APP,twelve_data
2026-05-20,474.41,483.24701,461.0,482.28,2936100,APP,twelve_data
2026-05-19,501.54001,503.78,473.17999,476.89999,3302300,APP,twelve_data
2026-05-18,496.48999,515.39001,484.79001,492.38,4471600,APP,twelve_data
2026-05-15,479.98999,504.98001,476.5,501.0,5352700,APP,twelve_data
2026-05-14,452.56,487.76999,450.32001,485.16,5963600,APP,twelve_data
2026-05-13,487.39001,487.39001,450.29999,453.53,5615800,APP,twelve_data
2026-05-12,480.38,492.73001,477.42999,490.69,4690600,APP,twelve_data
2026-05-11,456.070007,479.28,447.084991,478.42001,4568500,APP,twelve_data
2026-05-08,494.070007,495.0,447.47501,468.54999,7766900,APP,twelve_data
2026-05-07,454.875,512.69,443.0,498.87,12597300,APP,twelve_data
2026-05-06,479.0,479.31,452.51501,468.82999,7943700,APP,twelve_data
2026-05-05,480.17001,483.29001,469.62,478.10999,3259900,APP,twelve_data
2026-05-04,466.94901,483.54999,462.0,475.0,3804300,APP,twelve_data
2026-05-01,459.054993,469.73001,450.48001,460.0,2484200,APP,twelve_data
2026-04-30,445.16,449.29999,433.59,446.35001,2247800,APP,twelve_data
2026-04-29,448.72,448.72,430.25,443.42999,2337600,APP,twelve_data
2026-04-28,455.0,463.0,441.5,449.029999,2785600,APP,twelve_data
2026-04-27,443.14499,461.70001,442.0,460.29001,3522900,APP,twelve_data
2026-04-24,455.0,457.46701,431.42001,448.29001,4365600,APP,twelve_data
2026-04-23,470.70999,471.19,442.38901,454.17001,3531300,APP,twelve_data
2026-04-22,481.75,484.48999,468.5,483.70999,3430400,APP,twelve_data
2026-04-21,489.5,491.98999,470.50101,473.17999,3854000,APP,twelve_data
2026-04-20,470.51001,491.39999,465.54999,490.95999,3795800,APP,twelve_data
2026-04-17,478.5,486.45999,472.23999,477.20001,4014900,APP,twelve_data
2026-04-16,484.0,487.59,461.56,466.089996,4517400,APP,twelve_data
