date,open,high,low,close,volume,symbol,source
2026-06-10,214.75,214.87,205.52,205.88,4471190,HON,twelve_data
2026-06-09,212.87,216.21001,212.14,215.7,4515100,HON,twelve_data
2026-06-08,213.78999,215.81,211.44,211.8,3757800,HON,twelve_data
2026-06-05,218.87,218.99001,213.0,213.97,4925900,HON,twelve_data
2026-06-04,225.34,226.75999,216.77,217.64,6762300,HON,twelve_data
2026-06-03,233.89999,237.49001,221.39,223.25999,6183400,HON,twelve_data
2026-06-02,235.91,239.0099945,232.080002,235.23,4685800,HON,twelve_data
2026-06-01,234.0,237.27,232.7,236.53999,5015700,HON,twelve_data
2026-05-29,233.0,239.94,231.84,237.86,5490700,HON,twelve_data
2026-05-28,230.89999,233.48,228.31,233.0,4438500,HON,twelve_data
2026-05-27,233.8,235.21001,231.46001,231.55,4478300,HON,twelve_data
2026-05-26,233.13,235.92,230.62,231.72,6586800,HON,twelve_data
2026-05-22,225.53999,228.99001,222.55,227.92,5071100,HON,twelve_data
2026-05-21,218.080002,225.31,217.25,223.8,4732500,HON,twelve_data
2026-05-20,216.95,218.32001,214.77,217.39,4027000,HON,twelve_data
2026-05-19,217.0099945,218.21001,215.17,217.14999,5105500,HON,twelve_data
2026-05-18,214.11,218.85001,213.020004,217.23,5846700,HON,twelve_data
2026-05-15,215.64,215.64,211.5,213.24001,4464500,HON,twelve_data
2026-05-14,217.59,218.95,215.75999,217.72,3377700,HON,twelve_data
2026-05-13,218.0,219.42999,215.96001,217.96001,3354100,HON,twelve_data
2026-05-12,219.14,219.82001,216.41,218.53999,3590600,HON,twelve_data
2026-05-11,215.28,221.039993,214.87,219.11,4454000,HON,twelve_data
2026-05-08,216.48,216.66,212.75999,213.12,3731700,HON,twelve_data
2026-05-07,216.86,218.25999,214.0099945,216.070007,3573100,HON,twelve_data
2026-05-06,212.85001,218.080002,212.85001,216.86,4297300,HON,twelve_data
2026-05-05,209.98,211.12,208.53999,209.059998,2655200,HON,twelve_data
2026-05-04,211.91,213.25,209.23,209.59,2822000,HON,twelve_data
2026-05-01,215.029999,215.56,212.0099945,212.5,2988200,HON,twelve_data
2026-04-30,209.50999,214.59,209.45,214.33,4128600,HON,twelve_data
2026-04-29,212.5,212.89999,208.3,210.3,4502600,HON,twelve_data
2026-04-28,214.74001,214.94,210.36,212.92999,3796900,HON,twelve_data
2026-04-27,213.36,214.13,210.52,212.050003,3615500,HON,twelve_data
2026-04-24,212.81,214.7,209.82001,213.17,4607600,HON,twelve_data
