date,open,high,low,close,volume,symbol,source
2026-06-10,447.26999,447.5,433.79999,435.70999,949156,VRTX,twelve_data
2026-06-09,447.019989,449.5,440.89999,445.76999,871200,VRTX,twelve_data
2026-06-08,443.17001,448.69,441.72,442.95999,1149300,VRTX,twelve_data
2026-06-05,445.60999,453.16,443.85999,446.82999,1530000,VRTX,twelve_data
2026-06-04,434.95001,448.19,433.5,441.73999,1362300,VRTX,twelve_data
2026-06-03,420.63,429.01001,420.01001,428.34,1564400,VRTX,twelve_data
2026-06-02,432.39999,434.0,424.89999,425.089996,1147100,VRTX,twelve_data
2026-06-01,439.91,443.54001,433.26001,438.39999,1115200,VRTX,twelve_data
2026-05-29,448.01001,450.0,442.25,447.54001,1893400,VRTX,twelve_data
2026-05-28,434.079987,449.29001,434.079987,447.97,1357900,VRTX,twelve_data
2026-05-27,438.51999,445.35001,435.39001,437.22,1164400,VRTX,twelve_data
2026-05-26,437.98999,441.98999,433.79001,435.92999,865800,VRTX,twelve_data
2026-05-22,437.070007,438.84,432.95999,434.51999,1746300,VRTX,twelve_data
2026-05-21,429.35999,434.76001,426.01001,433.54001,1395200,VRTX,twelve_data
2026-05-20,434.31,439.98001,427.64001,430.44,1784800,VRTX,twelve_data
2026-05-19,436.79001,444.32001,433.14999,434.31,1219500,VRTX,twelve_data
2026-05-18,435.42001,440.040009,430.25,436.57999,1451000,VRTX,twelve_data
2026-05-15,453.45001,453.45001,435.85999,436.95001,1288900,VRTX,twelve_data
2026-05-14,453.64001,456.67999,447.35999,450.41,1088200,VRTX,twelve_data
2026-05-13,446.47,455.32001,444.26001,453.059998,1194200,VRTX,twelve_data
2026-05-12,439.92001,454.23001,436.48001,448.29001,1398000,VRTX,twelve_data
2026-05-11,429.5,442.16,428.5,435.17001,1264200,VRTX,twelve_data
2026-05-08,422.37,431.94,421.10999,429.82001,953300,VRTX,twelve_data
2026-05-07,425.13,429.60999,423.59,425.0,1112300,VRTX,twelve_data
2026-05-06,422.67001,431.059998,422.67001,427.64999,1203200,VRTX,twelve_data
2026-05-05,431.98999,433.94,412.26999,424.35999,1905900,VRTX,twelve_data
2026-05-04,423.75,430.13,422.10999,429.85001,1418900,VRTX,twelve_data
2026-05-01,425.019989,427.38,421.54001,423.92001,796900,VRTX,twelve_data
2026-04-30,423.66,430.95001,423.66,427.38,1121100,VRTX,twelve_data
2026-04-29,424.44,426.72,419.70999,423.23999,1059500,VRTX,twelve_data
2026-04-28,431.25,431.76999,426.67999,430.14001,808500,VRTX,twelve_data
2026-04-27,427.01001,434.070007,425.87,426.01001,967000,VRTX,twelve_data
2026-04-24,431.89001,433.67999,427.38,430.29001,1128100,VRTX,twelve_data
2026-04-23,440.70999,442.040009,433.81,435.10001,777500,VRTX,twelve_data
2026-04-22,437.38,441.0,435.45001,437.67001,734200,VRTX,twelve_data
2026-04-21,437.12,440.32001,429.64999,436.59,986900,VRTX,twelve_data
2026-04-20,444.01001,444.01001,437.67001,439.17999,789200,VRTX,twelve_data
2026-04-17,441.54999,443.89999,437.57999,441.20001,1025200,VRTX,twelve_data
2026-04-16,442.35001,445.92999,431.14999,435.64999,1364000,VRTX,twelve_data
2026-04-15,444.14999,447.82001,437.19,441.70001,1459400,VRTX,twelve_data
2026-04-14,435.28,444.79001,435.28,444.28,1445500,VRTX,twelve_data
2026-04-13,434.17001,445.10999,433.67999,440.049988,1004600,VRTX,twelve_data
2026-04-10,446.079987,446.75,434.25,436.26999,985800,VRTX,twelve_data
2026-04-09,439.76999,447.0,436.35001,446.78,1040900,VRTX,twelve_data
2026-04-08,436.25,443.98999,432.32999,443.92001,1279200,VRTX,twelve_data
2026-04-07,435.5,435.5,425.26001,431.85999,1029200,VRTX,twelve_data
2026-04-06,437.79001,440.89999,433.45001,434.29999,948900,VRTX,twelve_data
2026-04-02,447.54999,449.62,436.56,438.70999,1244900,VRTX,twelve_data
2026-04-01,449.17001,453.98001,446.70999,447.26001,1188100,VRTX,twelve_data
2026-03-31,443.42999,448.35001,442.089996,446.54001,1624800,VRTX,twelve_data
2026-03-30,438.73001,443.64999,432.14001,443.16,1960900,VRTX,twelve_data
2026-03-27,450.95001,452.0,431.01001,433.070007,1915500,VRTX,twelve_data
2026-03-26,450.72,457.54001,449.29001,453.73999,1158100,VRTX,twelve_data
2026-03-25,449.14001,459.37,449.14001,454.97,1200000,VRTX,twelve_data
2026-03-24,447.019989,452.079987,441.20001,448.62,1224200,VRTX,twelve_data
2026-03-23,458.42001,463.78,450.97,451.23999,1152000,VRTX,twelve_data
2026-03-20,454.62,461.049988,452.89001,454.0,2200200,VRTX,twelve_data
2026-03-19,454.5,459.45999,449.75,458.049988,1300000,VRTX,twelve_data
2026-03-18,462.79999,463.95999,451.10001,451.59,1410500,VRTX,twelve_data
2026-03-17,468.39999,468.45001,461.5,462.48999,1512900,VRTX,twelve_data
