symbol,source,date,latest_close,return_20d,return_60d,vol_20d,current_drawdown,max_drawdown,ma_50,ma_200
QQQ,alpha_vantage_compact+local_cache,2026-08-11,718.45,-0.0017229640539676572,-0.0018616540935549875,0.2502999030030024,-0.03713680711911649,-0.1196618032822726,713.8756,648.591980039369
