date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor,symbol,source
2026-08-04,546.62,549.67,535.5547,544.65,7971702,546.62,549.67,535.5547,544.65,7971702,0.0,1.0,AMAT,tiingo
2026-08-05,534.24,554.08,530.57,544.505,5358120,534.24,554.08,530.57,544.505,5358120,0.0,1.0,AMAT,tiingo
2026-08-06,527.48,539.5,511.05,525.34,4173206,527.48,539.5,511.05,525.34,4173206,0.0,1.0,AMAT,tiingo
2026-08-07,539.14,545.94,528.0,539.59,4555017,539.14,545.94,528.0,539.59,4555017,0.0,1.0,AMAT,tiingo
2026-08-10,522.12,555.32,521.57,555.0,7019379,522.12,555.32,521.57,555.0,7019379,0.0,1.0,AMAT,tiingo
2026-08-11,525.61,539.99,522.655,539.99,6973829,525.61,539.99,522.655,539.99,6973829,0.0,1.0,AMAT,tiingo
2026-08-12,548.15,553.75,544.895,548.0,7495034,548.15,553.75,544.895,548.0,7495034,0.0,1.0,AMAT,tiingo
2026-08-13,534.54,563.755,531.79,548.81,12963253,534.54,563.755,531.79,548.81,12963253,0.0,1.0,AMAT,tiingo
2026-08-14,507.18,523.0,497.1,499.4,13132344,507.18,523.0,497.1,499.4,13132344,0.0,1.0,AMAT,tiingo
2026-08-17,535.31,539.81,515.12,518.0,9624104,535.31,539.81,515.12,518.0,9624104,0.0,1.0,AMAT,tiingo
