symbol,source,date,latest_close,return_20d,return_60d,vol_20d,current_drawdown,max_drawdown,ma_50,ma_200
QQQ,alpha_vantage_compact+local_cache,2026-09-23,741.21,0.04290015758667276,0.02365760689426577,0.16283292150435177,-0.008361651459609876,-0.1196618032822726,711.4151999999999,664.267832085194
