symbol,source,date,latest_close,return_20d,return_60d,vol_20d,current_drawdown,max_drawdown,ma_50,ma_200
QQQ,alpha_vantage_compact+local_cache,2026-07-24,684.23,-0.04487841648287216,0.040574861227283154,0.23664179076082056,-0.0829982845502305,-0.1196618032822726,718.2872000000002,642.708529242338
