symbol,source,date,latest_close,return_20d,return_60d,vol_20d,current_drawdown,max_drawdown,ma_50,ma_200
QQQ,alpha_vantage_compact+local_cache,2026-08-13,732.07,0.037014477151032565,0.037102623675412394,0.24588659763749335,-0.01888334941567482,-0.1196618032822726,713.2130000000001,649.7479228253856
