symbol,source,date,latest_close,return_20d,return_60d,vol_20d,current_drawdown,max_drawdown,ma_50,ma_200
QQQ,alpha_vantage_compact+local_cache,2026-09-22,747.46,0.05824555442292434,0.05794598879012636,0.15851740983947504,0.0,-0.1196618032822726,710.9848000000001,663.6686208541555
