run_date,provider,endpoint,calls_attempted,calls_success,calls_failed,rate_limited,limit_window,limit_value,credits_used,symbols_requested,symbols_loaded,stopped_after_429,retry_after_seconds,http_status,error_type,function,outputsize,adjusted,actual_endpoint,production_enabled,premium_blocked,message
2026-08-29,tiingo,daily_prices_cache_backfill,40,40,0,False,hour,50,40,40 symbols,39 symbols,False,,,,,,,daily_prices_cache_backfill,True,False,SBUX: 10 rows; FTNT: 10 rows; CDNS: 10 rows; MAR: 10 rows; CEG: 10 rows; ...
2026-08-29,twelve_data,time_series_cache_fallback,1,0,1,False,minute,8,1,EA,,False,,,,,,,time_series_cache_fallback,True,False,EA: 260 rows
