symbol,source,date,latest_close,return_20d,return_60d,vol_20d,current_drawdown,max_drawdown,ma_50,ma_200
QQQ,alpha_vantage_compact+local_cache,2026-08-20,710.93,0.027414879472801745,-0.026496686202552522,0.22977257057589728,-0.04721507451484941,-0.1196618032822726,713.0466,652.0554984283485
