symbol,source,date,latest_close,return_20d,return_60d,vol_20d,current_drawdown,max_drawdown,ma_50,ma_200
QQQ,alpha_vantage_compact+local_cache,2026-09-03,717.67,0.004225844819142122,0.013901643049884838,0.13531246926366208,-0.038182159322397324,-0.1196618032822726,711.0333999999999,656.89117673185
