run_date,provider,endpoint,calls_attempted,calls_success,calls_failed,rate_limited,limit_window,limit_value,credits_used,symbols_requested,symbols_loaded,stopped_after_429,retry_after_seconds,http_status,error_type,function,outputsize,adjusted,actual_endpoint,production_enabled,premium_blocked,message
2026-06-11,twelve_data,time_series_history_repair,80,80,0,False,minute,8,80,80 symbols,80 symbols,False,,,,,,,time_series_history_repair,True,False,NVDA: NVDA: 260 rows; AAPL: AAPL: 260 rows; MSFT: MSFT: 260 rows; MU: MU: 260 rows; AMZN: AMZN: 260 rows; ...
