run_date,target_date,symbol,company_name,weight,latest_date,previous_date,latest_close,previous_close,daily_return,direction,is_complete,is_fresh,is_qualified,is_target_date,included_in_recent_breadth,included_in_strict_breadth,source
2026-06-11,2026-06-10,NVDA,NVIDIA Corp,0.08393695,2026-06-09,2026-06-08,208.19,208.64,-0.002156825153374231,down,True,True,True,False,True,False,tiingo
2026-06-11,2026-06-10,AAPL,Apple Inc,0.07068724,2026-06-09,2026-06-08,290.55,301.54,-0.0364462426212111,down,True,True,True,False,True,False,tiingo
2026-06-11,2026-06-10,MSFT,Microsoft Corp,0.04974989,2026-06-09,2026-06-08,403.41,411.74,-0.020231213872832332,down,True,True,True,False,True,False,tiingo
2026-06-11,2026-06-10,MU,Micron Technology Inc,0.048182960000000004,2026-06-09,2026-06-08,935.89,949.28,-0.014105427271195015,down,True,True,True,False,True,False,tiingo
2026-06-11,2026-06-10,AMZN,Amazon.com Inc,0.04343884,2026-06-09,2026-06-08,244.19,245.22,-0.0042003099257809096,down,True,True,True,False,True,False,tiingo
2026-06-11,2026-06-10,AMD,Advanced Micro Devices Inc,0.03546174,2026-06-09,2026-06-08,475.505,490.33,-0.030234739869067773,down,True,True,True,False,True,False,tiingo
2026-06-11,2026-06-10,GOOGL,Alphabet Inc Class A,0.03515904,2026-06-09,2026-06-08,364.26,363.31,0.00261484682502533,up,True,True,True,False,True,False,tiingo
2026-06-11,2026-06-10,TSLA,Tesla Inc,0.03280628,2026-06-09,2026-06-08,396.68,408.95,-0.030003667930064704,down,True,True,True,False,True,False,tiingo
2026-06-11,2026-06-10,GOOG,Alphabet Inc Class C,0.03267014,2026-06-09,2026-06-08,362.29,361.17,0.0031010327546585614,up,True,True,True,False,True,False,tiingo
2026-06-11,2026-06-10,AVGO,Broadcom Inc,0.03080933,2026-06-09,2026-06-08,392.16,396.6,-0.011195158850226927,down,True,True,True,False,True,False,tiingo
2026-06-11,2026-06-10,META,Meta Platforms Inc,0.0285731,2026-06-09,2026-06-08,584.59,585.39,-0.0013666102939919877,down,True,True,True,False,True,False,tiingo
2026-06-11,2026-06-10,WMT,Walmart Inc,0.02657661,2026-06-09,2026-06-08,118.88,119.83,-0.007927897855295019,down,True,True,True,False,True,False,tiingo
2026-06-11,2026-06-10,INTC,Intel Corp,0.02466055,2026-06-09,2026-06-08,107.92,110.27,-0.021311326743447823,down,True,True,True,False,True,False,tiingo
2026-06-11,2026-06-10,CSCO,Cisco Systems Inc,0.021748840000000002,2026-06-09,2026-06-08,120.36,124.15,-0.03052758759565044,down,True,True,True,False,True,False,tiingo
2026-06-11,2026-06-10,COST,Costco Wholesale Corp,0.01966863,2026-06-09,2026-06-08,968.59,974.75,-0.006319569120287194,down,True,True,True,False,True,False,tiingo
2026-06-11,2026-06-10,LRCX,Lam Research Corp,0.0186813,2026-06-09,2026-06-08,327.16,324.45,0.008352596702111414,up,True,True,True,False,True,False,tiingo
2026-06-11,2026-06-10,AMAT,Applied Materials Inc,0.018135,2026-06-09,2026-06-08,499.21,492.17,0.01430400065018178,up,True,True,True,False,True,False,tiingo
2026-06-11,2026-06-10,NFLX,Netflix Inc,0.01571726,2026-06-09,2026-06-08,81.41,82.64,-0.014883833494675702,down,True,True,True,False,True,False,tiingo
2026-06-11,2026-06-10,PLTR,Palantir Technologies Inc,0.0138383,2026-06-09,2026-06-08,132.07,136.47,-0.0322415182824064,down,True,True,True,False,True,False,tiingo
2026-06-11,2026-06-10,KLAC,KLA Corp,0.012822579999999998,2026-06-09,2026-06-08,2139.37,2108.06,0.014852518429266715,up,True,True,True,False,True,False,tiingo
2026-06-11,2026-06-10,TXN,Texas Instruments Inc,0.0119778,2026-06-09,2026-06-08,288.63,290.9,-0.00780336885527666,down,True,True,True,False,True,False,tiingo
2026-06-11,2026-06-10,SNDK,Sandisk Corp,0.01111285,2026-06-09,2026-06-08,1646.54,1642.0,0.0027649208282582993,up,True,True,True,False,True,False,tiingo
2026-06-11,2026-06-10,LIN,Linde PLC,0.010959149999999999,2026-06-09,2026-06-08,515.59,501.92,0.027235416002550306,up,True,True,True,False,True,False,tiingo
2026-06-11,2026-06-10,MRVL,Marvell Technology Inc,0.01063142,2026-06-09,2026-06-08,266.88,288.85,-0.0760602388783106,down,True,True,True,False,True,False,tiingo
2026-06-11,2026-06-10,QCOM,QUALCOMM Inc,0.01006766,2026-06-09,2026-06-08,205.42,217.77,-0.05671120907379357,down,True,True,True,False,True,False,tiingo
2026-06-11,2026-06-10,PANW,Palo Alto Networks Inc,0.009720649999999999,2026-06-09,2026-06-08,260.52,266.33,-0.021815041489881004,down,True,True,True,False,True,False,tiingo
2026-06-11,2026-06-10,TMUS,T-Mobile US Inc,0.00909398,2026-06-09,2026-06-08,179.46,178.43,0.005772571876926591,up,True,True,True,False,True,False,tiingo
2026-06-11,2026-06-10,ADI,Analog Devices Inc,0.009057260000000001,2026-06-09,2026-06-08,404.62,403.89,0.0018074228131421677,up,True,True,True,False,True,False,tiingo
2026-06-11,2026-06-10,PEP,PepsiCo Inc,0.00901616,2026-06-09,2026-06-08,142.78,140.68,0.014927495024168236,up,True,True,True,False,True,False,tiingo
2026-06-11,2026-06-10,AMGN,Amgen Inc,0.00849334,2026-06-09,2026-06-08,344.565,345.73,-0.003369681543401004,down,True,True,True,False,True,False,tiingo
2026-06-11,2026-06-10,STX,Seagate Technology Holdings PLC,0.0084361,2026-06-09,2026-06-08,846.01,876.77,-0.03508331717554203,down,True,True,True,False,True,False,tiingo
2026-06-11,2026-06-10,WDC,Western Digital Corp,0.0080285,2026-06-09,2026-06-08,517.72,526.93,-0.01747860247091626,down,True,True,True,False,True,False,tiingo
2026-06-11,2026-06-10,CRWD,Crowdstrike Holdings Inc,0.00743443,2026-06-09,2026-06-08,644.93,658.79,-0.02103857071297377,down,True,True,True,False,True,False,tiingo
2026-06-11,2026-06-10,APP,AppLovin Corp,0.00731318,2026-06-09,2026-06-08,520.84,563.69,-0.07601695967641797,down,True,True,True,False,True,False,tiingo
2026-06-11,2026-06-10,GILD,Gilead Sciences Inc,0.00712405,2026-06-09,2026-06-08,125.5,128.1,-0.02029664324746283,down,True,True,True,False,True,False,tiingo
2026-06-11,2026-06-10,ISRG,Intuitive Surgical Inc,0.006927600000000001,2026-06-09,2026-06-08,426.61,418.61,0.01911086691670061,up,True,True,True,False,True,False,tiingo
2026-06-11,2026-06-10,HON,Honeywell International Inc,0.006269749999999999,2026-06-09,2026-06-08,215.7,211.8,0.018413597733710985,up,True,True,True,False,True,False,tiingo
2026-06-11,2026-06-10,SHOP,Shopify Inc,0.006190360000000001,2026-06-09,2026-06-08,110.42,110.78,-0.003249684058494351,down,True,True,True,False,True,False,tiingo
2026-06-11,2026-06-10,BKNG,Booking Holdings Inc,0.00595306,2026-06-09,2026-06-08,163.99,162.3,0.010412815773259476,up,True,True,True,False,True,False,tiingo
2026-06-11,2026-06-10,VRTX,Vertex Pharmaceuticals Inc,0.00517807,2026-06-09,2026-06-08,445.77,442.96,0.006343687917644836,up,True,True,True,False,True,False,tiingo
2026-06-11,2026-06-10,SBUX,Starbucks Corp,0.005074650000000001,2026-06-09,2026-06-08,97.41,94.82,0.027314912465724595,up,True,True,True,False,True,False,twelve_data
2026-06-11,2026-06-10,CDNS,Cadence Design Systems Inc,0.00493497,2026-06-09,2026-06-08,390.89999,394.23999,-0.008471996968141049,down,True,True,True,False,True,False,twelve_data
2026-06-11,2026-06-10,MAR,Marriott International Inc/MD,0.00477815,2026-06-09,2026-06-08,393.60999,391.42001,0.005594961790532871,up,True,True,True,False,True,False,twelve_data
2026-06-11,2026-06-10,FTNT,Fortinet Inc,0.00468226,2026-06-09,2026-06-08,138.39,143.039993,-0.03250834191525742,down,True,True,True,False,True,False,twelve_data
2026-06-11,2026-06-10,ADBE,Adobe Inc,0.0044340000000000004,2026-06-09,2026-06-08,237.88,244.99001,-0.029021632351457938,down,True,True,True,False,True,False,twelve_data
2026-06-11,2026-06-10,ADP,Automatic Data Processing Inc,0.00425615,2026-06-09,2026-06-08,231.17,229.074997,0.009145489588285427,up,True,True,True,False,True,False,twelve_data
2026-06-11,2026-06-10,CEG,Constellation Energy Corp,0.00416542,2026-06-09,2026-06-08,251.64999,250.67,0.003909482586667901,up,True,True,True,False,True,False,twelve_data
2026-06-11,2026-06-10,SNPS,Synopsys Inc,0.00407548,2026-06-09,2026-06-08,465.26999,473.48001,-0.017339739432716494,down,True,True,True,False,True,False,twelve_data
2026-06-11,2026-06-10,MNST,Monster Beverage Corp,0.00403263,2026-06-09,2026-06-08,90.15,88.47,0.018989487962021157,up,True,True,True,False,True,False,twelve_data
2026-06-11,2026-06-10,CSX,CSX Corp,0.0040323,2026-06-09,2026-06-08,47.28,47.11,0.0036085756739545616,up,True,True,True,False,True,False,twelve_data
2026-06-11,2026-06-10,CMCSA,Comcast Corp,0.0039134,2026-06-09,2026-06-08,23.85,23.76,0.0037878787878786735,up,True,True,True,False,True,False,twelve_data
2026-06-11,2026-06-10,MELI,MercadoLibre Inc,0.0038045099999999997,2026-06-09,2026-06-08,1641.16003,1611.98999,0.018095670680932763,up,True,True,True,False,True,False,twelve_data
2026-06-11,2026-06-10,INTU,Intuit Inc,0.00371557,2026-06-09,2026-06-08,293.78,305.51001,-0.03839484670240445,down,True,True,True,False,True,False,twelve_data
2026-06-11,2026-06-10,MDLZ,Mondelez International Inc,0.00368857,2026-06-09,2026-06-08,62.93,61.6,0.021590909090908994,up,True,True,True,False,True,False,twelve_data
2026-06-11,2026-06-10,MPWR,Monolithic Power Systems Inc,0.00344077,2026-06-09,2026-06-08,1531.97998,1559.18005,-0.017445111614915687,down,True,True,True,False,True,False,twelve_data
2026-06-11,2026-06-10,NXPI,NXP Semiconductors NV,0.0034364699999999996,2026-06-09,2026-06-08,297.41,301.14001,-0.01238629832017335,down,True,True,True,False,True,False,twelve_data
2026-06-11,2026-06-10,ORLY,O'Reilly Automotive Inc,0.00343111,2026-06-09,2026-06-08,89.49,89.019997,0.0052797463023952496,up,True,True,True,False,True,False,twelve_data
2026-06-11,2026-06-10,DDOG,Datadog Inc,0.0034147,2026-06-09,2026-06-08,227.34,231.67999,-0.018732692452205324,down,True,True,True,False,True,False,twelve_data
2026-06-11,2026-06-10,ROST,Ross Stores Inc,0.00340012,2026-06-09,2026-06-08,229.45,227.42,0.008926215812153693,up,True,True,True,False,True,False,twelve_data
2026-06-11,2026-06-10,CTAS,Cintas Corp,0.00329726,2026-06-09,2026-06-08,179.87,173.645,0.03584900227475596,up,True,True,True,False,True,False,twelve_data
2026-06-11,2026-06-10,AEP,American Electric Power Co Inc,0.00318299,2026-06-09,2026-06-08,127.76,126.77,0.007809418632168663,up,True,True,True,False,True,False,twelve_data
2026-06-11,2026-06-10,WBD,Warner Bros Discovery Inc,0.00301184,2026-06-09,2026-06-08,26.56,26.47,0.0034000755572345387,up,True,True,True,False,True,False,twelve_data
2026-06-11,2026-06-10,REGN,Regeneron Pharmaceuticals Inc,0.00292751,2026-06-09,2026-06-08,616.17999,611.34003,0.007916968892091036,up,True,True,True,False,True,False,twelve_data
2026-06-11,2026-06-10,DASH,DoorDash Inc,0.0029182200000000004,2026-06-09,2026-06-08,155.67,152.49001,0.02085375953480484,up,True,True,True,False,True,False,twelve_data
2026-06-11,2026-06-10,PCAR,PACCAR Inc,0.0028782,2026-06-09,2026-06-08,119.69,118.44,0.01055386693684568,up,True,True,True,False,True,False,twelve_data
2026-06-11,2026-06-10,BKR,Baker Hughes Co,0.00287171,2026-06-09,2026-06-08,63.55,64.84,-0.01989512646514502,down,True,True,True,False,True,False,twelve_data
2026-06-11,2026-06-10,LITE,Lumentum Holdings Inc,0.00268291,2026-06-09,2026-06-08,821.76001,895.40002,-0.0822425824828551,down,True,True,True,False,True,False,twelve_data
2026-06-11,2026-06-10,ABNB,Airbnb Inc,0.00254403,2026-06-09,2026-06-08,131.35001,134.42999,-0.02291140540886749,down,True,True,True,False,True,False,twelve_data
2026-06-11,2026-06-10,FANG,Diamondback Energy Inc,0.0025053799999999998,2026-06-09,2026-06-08,194.24001,198.19501,-0.01995509372309623,down,True,True,True,False,True,False,twelve_data
2026-06-11,2026-06-10,FAST,Fastenal Co,0.00244585,2026-06-09,2026-06-08,46.58,46.0,0.012608695652173818,up,True,True,True,False,True,False,twelve_data
2026-06-11,2026-06-10,ODFL,Old Dominion Freight Line Inc,0.00237902,2026-06-09,2026-06-08,248.73,247.0099945,0.00696330326018435,up,True,True,True,False,True,False,twelve_data
2026-06-11,2026-06-10,EA,Electronic Arts Inc,0.0023192,2026-06-09,2026-06-08,202.48,203.2,-0.0035433070866142113,down,True,True,True,False,True,False,twelve_data
2026-06-11,2026-06-10,MCHP,Microchip Technology Inc,0.00226334,2026-06-09,2026-06-08,91.47,91.37,0.0010944511327568573,up,True,True,True,False,True,False,twelve_data
2026-06-11,2026-06-10,XEL,Xcel Energy Inc,0.00222681,2026-06-09,2026-06-08,77.87,77.62,0.0032208193764493576,up,True,True,True,False,True,False,twelve_data
2026-06-11,2026-06-10,FER,Ferrovial NV,0.00219176,2026-06-09,2026-06-08,65.81,66.019997,-0.003180808990342787,down,True,True,True,False,True,False,twelve_data
2026-06-11,2026-06-10,ADSK,Autodesk Inc,0.00217222,2026-06-09,2026-06-08,224.080002,225.039993,-0.0042658684227740995,down,True,True,True,False,True,False,twelve_data
2026-06-11,2026-06-10,EXC,Exelon Corp,0.0021452,2026-06-09,2026-06-08,45.33,44.8,0.011830357142857073,up,True,True,True,False,True,False,twelve_data
2026-06-11,2026-06-10,IDXX,IDEXX Laboratories Inc,0.00211276,2026-06-09,2026-06-08,578.89001,561.16998,0.03157693859532529,up,True,True,True,False,True,False,twelve_data
2026-06-11,2026-06-10,CCEP,Coca-Cola Europacific Partners PLC,0.0020345,2026-06-09,2026-06-08,96.87,95.25,0.017007874015747992,up,True,True,True,False,True,False,twelve_data
2026-06-11,2026-06-10,KDP,Keurig Dr Pepper Inc,0.00196047,2026-06-09,2026-06-08,31.48,30.75,0.02373983739837393,up,True,True,True,False,True,False,twelve_data
2026-06-11,2026-06-10,ALNY,Alnylam Pharmaceuticals Inc,0.0018096499999999999,2026-06-09,2026-06-08,297.69,292.16,0.01892798466593648,up,True,True,True,False,True,False,twelve_data
2026-06-11,2026-06-10,TTWO,Take-Two Interactive Software Inc,0.0017998600000000001,2026-06-09,2026-06-08,212.050003,212.55,-0.002352373559162624,down,True,True,True,False,True,False,twelve_data
2026-06-11,2026-06-10,PYPL,PayPal Holdings Inc,0.00175557,2026-06-09,2026-06-08,41.46,41.26,0.004847309743092554,up,True,True,True,False,True,False,twelve_data
2026-06-11,2026-06-10,MSTR,Strategy Inc,0.00168077,2026-06-09,2026-06-08,117.019997,127.2,-0.08003147012578615,down,True,True,True,False,True,False,twelve_data
2026-06-11,2026-06-10,AXON,Axon Enterprise Inc,0.00166767,2026-06-09,2026-06-08,452.51001,471.059998,-0.03937924697227202,down,True,True,True,False,True,False,twelve_data
2026-06-11,2026-06-10,TRI,Thomson Reuters Corp,0.00166587,2026-06-09,2026-06-08,82.32,83.18,-0.010339023803799141,down,True,True,True,False,True,False,twelve_data
