date,symbol,company_name,weight,sector,security_type_code,security_type_name,source
2026-06-09,NVDA,NVIDIA Corp,0.08393695,,COM,Common Stock,invesco
2026-06-09,AAPL,Apple Inc,0.07068724,,COM,Common Stock,invesco
2026-06-09,MSFT,Microsoft Corp,0.04974989,,COM,Common Stock,invesco
2026-06-09,MU,Micron Technology Inc,0.048182960000000004,,COM,Common Stock,invesco
2026-06-09,AMZN,Amazon.com Inc,0.04343884,,COM,Common Stock,invesco
2026-06-09,AMD,Advanced Micro Devices Inc,0.03546174,,COM,Common Stock,invesco
2026-06-09,GOOGL,Alphabet Inc Class A,0.03515904,,COM,Common Stock,invesco
2026-06-09,TSLA,Tesla Inc,0.03280628,,COM,Common Stock,invesco
2026-06-09,GOOG,Alphabet Inc Class C,0.03267014,,COM,Common Stock,invesco
2026-06-09,AVGO,Broadcom Inc,0.03080933,,COM,Common Stock,invesco
2026-06-09,META,Meta Platforms Inc,0.0285731,,COM,Common Stock,invesco
2026-06-09,WMT,Walmart Inc,0.02657661,,COM,Common Stock,invesco
2026-06-09,INTC,Intel Corp,0.02466055,,COM,Common Stock,invesco
2026-06-09,CSCO,Cisco Systems Inc,0.021748840000000002,,COM,Common Stock,invesco
2026-06-09,COST,Costco Wholesale Corp,0.01966863,,COM,Common Stock,invesco
2026-06-09,LRCX,Lam Research Corp,0.0186813,,COM,Common Stock,invesco
2026-06-09,AMAT,Applied Materials Inc,0.018135,,COM,Common Stock,invesco
2026-06-09,NFLX,Netflix Inc,0.01571726,,COM,Common Stock,invesco
2026-06-09,PLTR,Palantir Technologies Inc,0.0138383,,COM,Common Stock,invesco
2026-06-09,KLAC,KLA Corp,0.012822579999999998,,COM,Common Stock,invesco
2026-06-09,TXN,Texas Instruments Inc,0.0119778,,COM,Common Stock,invesco
2026-06-09,SNDK,Sandisk Corp,0.01111285,,COM,Common Stock,invesco
2026-06-09,LIN,Linde PLC,0.010959149999999999,,COM,Common Stock,invesco
2026-06-09,MRVL,Marvell Technology Inc,0.01063142,,COM,Common Stock,invesco
2026-06-09,QCOM,QUALCOMM Inc,0.01006766,,COM,Common Stock,invesco
2026-06-09,PANW,Palo Alto Networks Inc,0.009720649999999999,,COM,Common Stock,invesco
2026-06-09,TMUS,T-Mobile US Inc,0.00909398,,COM,Common Stock,invesco
2026-06-09,ADI,Analog Devices Inc,0.009057260000000001,,COM,Common Stock,invesco
2026-06-09,PEP,PepsiCo Inc,0.00901616,,COM,Common Stock,invesco
2026-06-09,AMGN,Amgen Inc,0.00849334,,COM,Common Stock,invesco
2026-06-09,STX,Seagate Technology Holdings PLC,0.0084361,,COM,Common Stock,invesco
2026-06-09,WDC,Western Digital Corp,0.0080285,,COM,Common Stock,invesco
2026-06-09,CRWD,Crowdstrike Holdings Inc,0.00743443,,COM,Common Stock,invesco
2026-06-09,APP,AppLovin Corp,0.00731318,,COM,Common Stock,invesco
