run_date,symbol,weight,provider,history_sources,cache_path,price_column,latest_date,target_date,staleness_days,ma200_ready,before_rows,after_rows,fetched_rows,is_complete,is_fresh,is_qualified,is_target_date,needs_target_update,was_requested,ok,rate_limited,stopped_after_429,retry_after_seconds,message
2026-06-11,NVDA,0.08393695,twelve_data,"tiingo,twelve_data",data/cache/prices/NVDA.csv,adjusted_close,2026-06-10,2026-06-10,1,True,291,292,260,True,True,True,True,False,True,True,False,False,,NVDA: 260 rows
2026-06-11,AAPL,0.07068724,twelve_data,"tiingo,twelve_data",data/cache/prices/AAPL.csv,adjusted_close,2026-06-10,2026-06-10,1,True,290,291,260,True,True,True,True,False,True,True,False,False,,AAPL: 260 rows
2026-06-11,MSFT,0.04974989,twelve_data,"tiingo,twelve_data",data/cache/prices/MSFT.csv,adjusted_close,2026-06-10,2026-06-10,1,True,290,291,260,True,True,True,True,False,True,True,False,False,,MSFT: 260 rows
2026-06-11,MU,0.04818296,twelve_data,"tiingo,twelve_data",data/cache/prices/MU.csv,adjusted_close,2026-06-10,2026-06-10,1,True,290,291,260,True,True,True,True,False,True,True,False,False,,MU: 260 rows
2026-06-11,AMZN,0.04343884,twelve_data,"tiingo,twelve_data",data/cache/prices/AMZN.csv,adjusted_close,2026-06-10,2026-06-10,1,True,290,291,260,True,True,True,True,False,True,True,False,False,,AMZN: 260 rows
2026-06-11,AMD,0.03546174,twelve_data,"tiingo,twelve_data",data/cache/prices/AMD.csv,adjusted_close,2026-06-10,2026-06-10,1,True,290,291,260,True,True,True,True,False,True,True,False,False,,AMD: 260 rows
2026-06-11,GOOGL,0.03515904,twelve_data,"tiingo,twelve_data",data/cache/prices/GOOGL.csv,adjusted_close,2026-06-10,2026-06-10,1,True,262,263,260,True,True,True,True,False,True,True,False,False,,GOOGL: 260 rows
2026-06-11,TSLA,0.03280628,twelve_data,"tiingo,twelve_data",data/cache/prices/TSLA.csv,adjusted_close,2026-06-10,2026-06-10,1,True,262,263,260,True,True,True,True,False,True,True,False,False,,TSLA: 260 rows
2026-06-11,GOOG,0.03267014,twelve_data,"tiingo,twelve_data",data/cache/prices/GOOG.csv,adjusted_close,2026-06-10,2026-06-10,1,True,290,291,260,True,True,True,True,False,True,True,False,False,,GOOG: 260 rows
2026-06-11,AVGO,0.03080933,twelve_data,"tiingo,twelve_data",data/cache/prices/AVGO.csv,adjusted_close,2026-06-10,2026-06-10,1,True,290,291,260,True,True,True,True,False,True,True,False,False,,AVGO: 260 rows
2026-06-11,META,0.0285731,twelve_data,"tiingo,twelve_data",data/cache/prices/META.csv,adjusted_close,2026-06-10,2026-06-10,1,True,290,291,260,True,True,True,True,False,True,True,False,False,,META: 260 rows
2026-06-11,WMT,0.02657661,twelve_data,"tiingo,twelve_data",data/cache/prices/WMT.csv,adjusted_close,2026-06-10,2026-06-10,1,True,290,291,260,True,True,True,True,False,True,True,False,False,,WMT: 260 rows
2026-06-11,INTC,0.02466055,twelve_data,"tiingo,twelve_data",data/cache/prices/INTC.csv,adjusted_close,2026-06-10,2026-06-10,1,True,290,291,260,True,True,True,True,False,True,True,False,False,,INTC: 260 rows
2026-06-11,CSCO,0.02174884,twelve_data,"tiingo,twelve_data",data/cache/prices/CSCO.csv,adjusted_close,2026-06-10,2026-06-10,1,True,290,291,260,True,True,True,True,False,True,True,False,False,,CSCO: 260 rows
2026-06-11,COST,0.01966863,twelve_data,"tiingo,twelve_data",data/cache/prices/COST.csv,adjusted_close,2026-06-10,2026-06-10,1,True,290,291,260,True,True,True,True,False,True,True,False,False,,COST: 260 rows
2026-06-11,LRCX,0.0186813,twelve_data,"tiingo,twelve_data",data/cache/prices/LRCX.csv,adjusted_close,2026-06-10,2026-06-10,1,True,290,291,260,True,True,True,True,False,True,True,False,False,,LRCX: 260 rows
2026-06-11,AMAT,0.018135,twelve_data,"tiingo,twelve_data",data/cache/prices/AMAT.csv,adjusted_close,2026-06-10,2026-06-10,1,True,290,291,260,True,True,True,True,False,True,True,False,False,,AMAT: 260 rows
2026-06-11,NFLX,0.01571726,twelve_data,"tiingo,twelve_data",data/cache/prices/NFLX.csv,adjusted_close,2026-06-10,2026-06-10,1,True,290,291,260,True,True,True,True,False,True,True,False,False,,NFLX: 260 rows
2026-06-11,PLTR,0.0138383,twelve_data,"tiingo,twelve_data",data/cache/prices/PLTR.csv,adjusted_close,2026-06-10,2026-06-10,1,True,290,291,260,True,True,True,True,False,True,True,False,False,,PLTR: 260 rows
2026-06-11,KLAC,0.0128225799999999,twelve_data,"tiingo,twelve_data",data/cache/prices/KLAC.csv,adjusted_close,2026-06-10,2026-06-10,1,True,290,291,260,True,True,True,True,False,True,True,False,False,,KLAC: 260 rows
2026-06-11,TXN,0.0119778,twelve_data,"tiingo,twelve_data",data/cache/prices/TXN.csv,adjusted_close,2026-06-10,2026-06-10,1,True,290,291,260,True,True,True,True,False,True,True,False,False,,TXN: 260 rows
2026-06-11,SNDK,0.01111285,twelve_data,"tiingo,twelve_data",data/cache/prices/SNDK.csv,adjusted_close,2026-06-10,2026-06-10,1,True,290,291,260,True,True,True,True,False,True,True,False,False,,SNDK: 260 rows
2026-06-11,LIN,0.0109591499999999,twelve_data,"tiingo,twelve_data",data/cache/prices/LIN.csv,adjusted_close,2026-06-10,2026-06-10,1,True,290,291,260,True,True,True,True,False,True,True,False,False,,LIN: 260 rows
2026-06-11,MRVL,0.01063142,twelve_data,"tiingo,twelve_data",data/cache/prices/MRVL.csv,adjusted_close,2026-06-10,2026-06-10,1,True,290,291,260,True,True,True,True,False,True,True,False,False,,MRVL: 260 rows
2026-06-11,QCOM,0.01006766,twelve_data,"tiingo,twelve_data",data/cache/prices/QCOM.csv,adjusted_close,2026-06-10,2026-06-10,1,True,290,291,260,True,True,True,True,False,True,True,False,False,,QCOM: 260 rows
2026-06-11,PANW,0.0097206499999999,twelve_data,"tiingo,twelve_data",data/cache/prices/PANW.csv,adjusted_close,2026-06-10,2026-06-10,1,True,290,291,260,True,True,True,True,False,True,True,False,False,,PANW: 260 rows
2026-06-11,TMUS,0.00909398,twelve_data,"tiingo,twelve_data",data/cache/prices/TMUS.csv,adjusted_close,2026-06-10,2026-06-10,1,True,291,292,260,True,True,True,True,False,True,True,False,False,,TMUS: 260 rows
2026-06-11,ADI,0.00905726,twelve_data,"tiingo,twelve_data",data/cache/prices/ADI.csv,adjusted_close,2026-06-10,2026-06-10,1,True,290,291,260,True,True,True,True,False,True,True,False,False,,ADI: 260 rows
2026-06-11,PEP,0.00901616,twelve_data,"tiingo,twelve_data",data/cache/prices/PEP.csv,adjusted_close,2026-06-10,2026-06-10,1,True,291,292,260,True,True,True,True,False,True,True,False,False,,PEP: 260 rows
2026-06-11,AMGN,0.00849334,twelve_data,"tiingo,twelve_data",data/cache/prices/AMGN.csv,adjusted_close,2026-06-10,2026-06-10,1,True,291,292,260,True,True,True,True,False,True,True,False,False,,AMGN: 260 rows
2026-06-11,STX,0.0084361,twelve_data,"tiingo,twelve_data",data/cache/prices/STX.csv,adjusted_close,2026-06-10,2026-06-10,1,True,290,291,260,True,True,True,True,False,True,True,False,False,,STX: 260 rows
2026-06-11,WDC,0.0080285,twelve_data,"tiingo,twelve_data",data/cache/prices/WDC.csv,adjusted_close,2026-06-10,2026-06-10,1,True,291,292,260,True,True,True,True,False,True,True,False,False,,WDC: 260 rows
2026-06-11,CRWD,0.00743443,twelve_data,"tiingo,twelve_data",data/cache/prices/CRWD.csv,adjusted_close,2026-06-10,2026-06-10,1,True,291,292,260,True,True,True,True,False,True,True,False,False,,CRWD: 260 rows
2026-06-11,APP,0.00731318,twelve_data,"tiingo,twelve_data",data/cache/prices/APP.csv,adjusted_close,2026-06-10,2026-06-10,1,True,291,292,260,True,True,True,True,False,True,True,False,False,,APP: 260 rows
2026-06-11,GILD,0.00712405,twelve_data,"tiingo,twelve_data",data/cache/prices/GILD.csv,adjusted_close,2026-06-10,2026-06-10,1,True,291,292,260,True,True,True,True,False,True,True,False,False,,GILD: 260 rows
2026-06-11,ISRG,0.0069276,twelve_data,"tiingo,twelve_data",data/cache/prices/ISRG.csv,adjusted_close,2026-06-10,2026-06-10,1,True,291,292,260,True,True,True,True,False,True,True,False,False,,ISRG: 260 rows
2026-06-11,HON,0.0062697499999999,twelve_data,"tiingo,twelve_data",data/cache/prices/HON.csv,adjusted_close,2026-06-10,2026-06-10,1,True,291,292,260,True,True,True,True,False,True,True,False,False,,HON: 260 rows
2026-06-11,SHOP,0.00619036,twelve_data,"tiingo,twelve_data",data/cache/prices/SHOP.csv,adjusted_close,2026-06-10,2026-06-10,1,True,291,292,260,True,True,True,True,False,True,True,False,False,,SHOP: 260 rows
2026-06-11,BKNG,0.00595306,twelve_data,"tiingo,twelve_data",data/cache/prices/BKNG.csv,adjusted_close,2026-06-10,2026-06-10,1,True,291,292,260,True,True,True,True,False,True,True,False,False,,BKNG: 260 rows
2026-06-11,VRTX,0.00517807,twelve_data,"tiingo,twelve_data",data/cache/prices/VRTX.csv,adjusted_close,2026-06-10,2026-06-10,1,True,291,292,260,True,True,True,True,False,True,True,False,False,,VRTX: 260 rows
2026-06-11,SBUX,0.00507465,twelve_data,"tiingo,twelve_data",data/cache/prices/SBUX.csv,adjusted_close,2026-06-10,2026-06-10,1,True,291,292,260,True,True,True,True,False,True,True,False,False,,SBUX: 260 rows
2026-06-11,CDNS,0.00493497,twelve_data,"tiingo,twelve_data",data/cache/prices/CDNS.csv,adjusted_close,2026-06-10,2026-06-10,1,True,291,292,260,True,True,True,True,False,True,True,False,False,,CDNS: 260 rows
2026-06-11,MAR,0.00477815,twelve_data,"tiingo,twelve_data",data/cache/prices/MAR.csv,adjusted_close,2026-06-10,2026-06-10,1,True,291,292,260,True,True,True,True,False,True,True,False,False,,MAR: 260 rows
2026-06-11,FTNT,0.00468226,twelve_data,"tiingo,twelve_data",data/cache/prices/FTNT.csv,adjusted_close,2026-06-10,2026-06-10,1,True,291,292,260,True,True,True,True,False,True,True,False,False,,FTNT: 260 rows
2026-06-11,ADBE,0.004434,twelve_data,"tiingo,twelve_data",data/cache/prices/ADBE.csv,adjusted_close,2026-06-10,2026-06-10,1,True,291,292,260,True,True,True,True,False,True,True,False,False,,ADBE: 260 rows
2026-06-11,ADP,0.00425615,twelve_data,"tiingo,twelve_data",data/cache/prices/ADP.csv,adjusted_close,2026-06-10,2026-06-10,1,True,291,292,260,True,True,True,True,False,True,True,False,False,,ADP: 260 rows
2026-06-11,CEG,0.00416542,twelve_data,"tiingo,twelve_data",data/cache/prices/CEG.csv,adjusted_close,2026-06-10,2026-06-10,1,True,291,292,260,True,True,True,True,False,True,True,False,False,,CEG: 260 rows
2026-06-11,SNPS,0.00407548,twelve_data,"tiingo,twelve_data",data/cache/prices/SNPS.csv,adjusted_close,2026-06-10,2026-06-10,1,True,291,292,260,True,True,True,True,False,True,True,False,False,,SNPS: 260 rows
2026-06-11,MNST,0.00403263,twelve_data,"tiingo,twelve_data",data/cache/prices/MNST.csv,adjusted_close,2026-06-10,2026-06-10,1,True,291,292,260,True,True,True,True,False,True,True,False,False,,MNST: 260 rows
2026-06-11,CSX,0.0040323,twelve_data,"tiingo,twelve_data",data/cache/prices/CSX.csv,adjusted_close,2026-06-10,2026-06-10,1,True,291,292,260,True,True,True,True,False,True,True,False,False,,CSX: 260 rows
2026-06-11,CMCSA,0.0039134,twelve_data,"tiingo,twelve_data",data/cache/prices/CMCSA.csv,adjusted_close,2026-06-10,2026-06-10,1,True,291,292,260,True,True,True,True,False,True,True,False,False,,CMCSA: 260 rows
