symbol,source,date,latest_close,return_20d,return_60d,vol_20d,current_drawdown,max_drawdown,ma_50,ma_200
QQQ,alpha_vantage_compact+local_cache,2026-08-05,717.3,0.008236815472843606,0.008534510636502901,0.2655783123402272,-0.03867803152138949,-0.1196618032822726,715.0084000000002,646.337984969693
