date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor,symbol,source
2026-07-27,147.3,149.45,144.0,145.9,1978079,147.3,149.45,144.0,145.9,1978079,0.0,1.0,ZS,tiingo
2026-07-28,151.63,154.27,142.75,147.1,2384508,151.63,154.27,142.75,147.1,2384508,0.0,1.0,ZS,tiingo
2026-07-29,153.77,156.54,150.2,151.07,1977738,153.77,156.54,150.2,151.07,1977738,0.0,1.0,ZS,tiingo
2026-07-30,148.39,151.53,143.8541,150.6,2881229,148.39,151.53,143.8541,150.6,2881229,0.0,1.0,ZS,tiingo
2026-07-31,151.2,152.505,145.11,148.5,2648096,151.2,152.505,145.11,148.5,2648096,0.0,1.0,ZS,tiingo
2026-08-03,154.46,155.88,151.21,153.74,2657224,154.46,155.88,151.21,153.74,2657224,0.0,1.0,ZS,tiingo
2026-08-04,163.22,163.47,153.74,153.8,2516185,163.22,163.47,153.74,153.8,2516185,0.0,1.0,ZS,tiingo
2026-08-05,161.65,166.93,160.88,164.23,1957711,161.65,166.93,160.88,164.23,1957711,0.0,1.0,ZS,tiingo
