symbol,name,price,changePercentage,change,volume,dayLow,dayHigh,yearHigh,yearLow,marketCap,priceAvg50,priceAvg200,exchange,open,previousClose,timestamp,source
META,"Meta Platforms, Inc.",627.57,0.73678,4.59,20953095,622.6,642.33,796.25,520.26,1593038276492,618.8652,663.9397,NASDAQ,623.67,622.98,1780603200,fmp
