symbol,name,price,changePercentage,change,volume,dayLow,dayHigh,yearHigh,yearLow,marketCap,priceAvg50,priceAvg200,exchange,open,previousClose,timestamp,source
COST,Costco Wholesale Corporation,972.35,1.09375,10.52,2201925,968.21,990.01,1096.5,844.06,431216805650,1006.4164,957.0995,NASDAQ,984.625,961.83,1780603201,fmp
