symbol,name,price,changePercentage,change,volume,dayLow,dayHigh,yearHigh,yearLow,marketCap,priceAvg50,priceAvg200,exchange,open,previousClose,timestamp,source
TSLA,"Tesla, Inc.",418.45,-1.23908,-5.25,34237925,417.16,426.3499,498.83,273.21,1571581034000,394.4792,413.41696,NASDAQ,419.79,423.7,1780603200,fmp
