symbol,source,date,latest_close,return_20d,return_60d,vol_20d,current_drawdown,max_drawdown,ma_50,ma_200
QQQ,alpha_vantage_compact+local_cache,2026-07-22,705.35,-0.011630351012400952,0.06246610833283128,0.2277755404485093,-0.05469336335370423,-0.1196618032822726,719.1740000000001,641.8667483387966
