symbol,source,date,latest_close,return_20d,return_60d,vol_20d,current_drawdown,max_drawdown,ma_50,ma_200
QQQ,alpha_vantage_compact+local_cache,2026-07-30,683.55,-0.05739343877987235,0.015857210795386933,0.24249250183088616,-0.08390961724027024,-0.1196618032822726,715.3588000000002,644.1727200012771
