run_date,target_date,symbol,company_name,weight,latest_date,previous_date,latest_close,previous_close,daily_return,direction,is_complete,is_fresh,is_qualified,is_target_date,included_in_recent_breadth,included_in_strict_breadth,source
2026-06-07,2026-06-05,NVDA,NVIDIA Corp,0.08305721999999999,2026-06-05,2026-06-04,205.1,218.66,-0.06201408579529866,down,True,True,True,True,True,True,tiingo
2026-06-07,2026-06-05,AAPL,Apple Inc,0.07510277,2026-06-05,2026-06-04,307.34,311.23,-0.012498795103299987,down,True,True,True,True,True,True,tiingo
2026-06-07,2026-06-05,MSFT,Microsoft Corp,0.051607349999999996,2026-06-05,2026-06-04,416.67,428.05,-0.026585679243079086,down,True,True,True,True,True,True,tiingo
2026-06-07,2026-06-05,MU,Micron Technology Inc,0.04467906,2026-06-05,2026-06-04,864.01,996.0,-0.13252008032128515,down,True,True,True,True,True,True,tiingo
2026-06-07,2026-06-05,AMZN,Amazon.com Inc,0.04395981,2026-06-05,2026-06-04,246.03,253.79,-0.03057646085346144,down,True,True,True,True,True,True,tiingo
2026-06-07,2026-06-05,GOOGL,Alphabet Inc Class A,0.03570688,2026-06-05,2026-06-04,368.53,372.19,-0.009833687095300858,down,True,True,True,True,True,True,twelve_data
2026-06-07,2026-06-05,AMD,Advanced Micro Devices Inc,0.03493509,2026-06-05,2026-06-04,466.38,523.2,-0.10860091743119271,down,True,True,True,True,True,True,tiingo
2026-06-07,2026-06-05,GOOG,Alphabet Inc Class C,0.0331087,2026-06-05,2026-06-04,365.76,369.27,-0.009505240068242715,down,True,True,True,True,True,True,tiingo
2026-06-07,2026-06-05,TSLA,Tesla Inc,0.03247962,2026-06-05,2026-06-04,391.0,418.45001,-0.06559925760307672,down,True,True,True,True,True,True,twelve_data
2026-06-07,2026-06-05,AVGO,Broadcom Inc,0.030438220000000002,2026-06-05,2026-06-04,385.73,418.91,-0.07920555727960665,down,True,True,True,True,True,True,tiingo
2026-06-07,2026-06-05,META,Meta Platforms Inc,0.02911241,2026-06-05,2026-06-04,593.0,627.57,-0.05508548847140571,down,True,True,True,True,True,True,tiingo
2026-06-07,2026-06-05,WMT,Walmart Inc,0.02669419,2026-06-05,2026-06-04,118.88,117.74,0.009682350942755269,up,True,True,True,True,True,True,tiingo
2026-06-07,2026-06-05,INTC,Intel Corp,0.02276136,2026-06-05,2026-06-04,99.17,111.78,-0.11281087851136162,down,True,True,True,True,True,True,tiingo
2026-06-07,2026-06-05,CSCO,Cisco Systems Inc,0.02207737,2026-06-05,2026-06-04,121.64,130.0,-0.06430769230769229,down,True,True,True,True,True,True,tiingo
2026-06-07,2026-06-05,COST,Costco Wholesale Corp,0.01982251,2026-06-05,2026-06-04,971.87,972.35,-0.0004936494060781005,down,True,True,True,True,True,True,tiingo
