symbol,source,date,latest_close,return_20d,return_60d,vol_20d,current_drawdown,max_drawdown,ma_50,ma_200
QQQ,alpha_vantage_compact+local_cache,2026-09-16,704.72,-0.017825535532605796,-0.04503015109424757,0.11734588350516671,-0.0555376862871233,-0.1196618032822726,709.8782000000001,661.4104998541181
