symbol,company_name,weight,price,change,changes_percentage,market_cap,pe,eps,provider,quote_time,is_missing,error_type,attempted_symbol,was_api_success,was_parse_success,was_merge_success
NVDA,NVIDIA Corp,0.08317661,208.19,-0.44999695,-0.21568105,,,,twelve_data,1781011800,False,,NVDA,True,True,True
AAPL,Apple Inc,0.07254025,290.54999,-10.99002,-3.64463,,,,twelve_data,1781011800,False,,AAPL,True,True,True
MSFT,Microsoft Corp,0.05020625,403.41,-8.32999,-2.023118,,,,twelve_data,1781011800,False,,MSFT,True,True,True
MU,Micron Technology Inc,0.048325560000000004,935.89001,-13.39001,-1.41054,,,,twelve_data,1781011800,False,,MU,True,True,True
AMZN,Amazon.com Inc,0.04313407,244.19,-1.029999,-0.42003049,,,,twelve_data,1781011800,False,,AMZN,True,True,True
AMD,Advanced Micro Devices Inc,0.036158260000000005,475.505,-14.82498,-3.02347,,,,twelve_data,1781011800,False,,AMD,True,True,True
GOOGL,Alphabet Inc Class A,0.03467499,364.26001,0.95001221,0.26148804,,,,twelve_data,1781011800,False,,GOOGL,True,True,True
TSLA,Tesla Inc,0.033442690000000004,396.67999,-12.27002,-3.00037148,,,,twelve_data,1781011800,False,,TSLA,True,True,True
GOOG,Alphabet Inc Class C,0.03220472,362.29001,1.12,0.31010191,,,,twelve_data,1781011800,False,,GOOG,True,True,True
AVGO,Broadcom Inc,0.03080958,392.16,-4.44,-1.11952,,,,twelve_data,1781011800,False,,AVGO,True,True,True
META,Meta Platforms Inc,0.028292130000000002,584.59003,-0.79998779,-0.13665894,,,,twelve_data,1781011800,False,,META,True,True,True
WMT,Walmart Inc,0.0264893,118.88,-0.95000458,-0.79279359,,,,twelve_data,1781011800,False,,WMT,True,True,True
INTC,Intel Corp,0.024915660000000003,107.92,-2.35,-2.13113,,,,twelve_data,1781011800,False,,INTC,True,True,True
CSCO,Cisco Systems Inc,0.02218272,120.36,-3.79,-3.052759,,,,twelve_data,1781011800,False,,CSCO,True,True,True
COST,Costco Wholesale Corp,0.01957227,968.59003,-6.15997,-0.63195416,,,,twelve_data,1781011800,False,,COST,True,True,True
LRCX,Lam Research Corp,0.0183193,327.16,2.70999,0.83525701,,,,twelve_data,1781011800,False,,LRCX,True,True,True
AMAT,Applied Materials Inc,0.01767941,499.20999,7.039978,1.4304,,,,twelve_data,1781011800,False,,AMAT,True,True,True
NFLX,Netflix Inc,0.015776250000000002,81.41,-1.23,-1.48838,,,,twelve_data,1781011800,False,,NFLX,True,True,True
PLTR,Palantir Technologies Inc,0.01413938,132.070007,-4.39999,-3.22415,,,,twelve_data,1781011800,False,,PLTR,True,True,True
KLAC,KLA Corp,0.0124935,2139.37012,31.31006,1.48525,,,,twelve_data,1781011800,False,,KLAC,True,True,True
