run_date,provider,endpoint,calls_attempted,calls_success,calls_failed,rate_limited,limit_window,limit_value,credits_used,symbols_requested,symbols_loaded,stopped_after_429,retry_after_seconds,http_status,error_type,function,outputsize,adjusted,actual_endpoint,production_enabled,premium_blocked,message
2026-06-10,twelve_data,time_series_history_repair,58,58,0,False,minute,8,58,58 symbols,58 symbols,False,,,,,,,time_series_history_repair,True,False,CDNS: CDNS: 260 rows; SBUX: SBUX: 260 rows; FTNT: FTNT: 260 rows; MAR: MAR: 260 rows; ADBE: ADBE: 260 rows; ...
