symbol,source,date,latest_close,return_20d,return_60d,vol_20d,current_drawdown,max_drawdown,ma_50,ma_200
QQQ,alpha_vantage_compact+local_cache,2026-06-22,737.95,0.0328056990105107,0.255401313327209,0.3000592204563785,-0.0110030020370964,-0.1196618032822726,695.7392,628.7946118318905
