date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor,symbol,source
2026-09-04,277.62,280.67,276.45,280.47,2209693,275.8717632242,278.9025566751,274.7091309824,278.7038161209,2209693,0.0,1.0,ADP,tiingo
2026-09-08,267.96,274.56,267.55,274.3,1814231,266.2725944584,272.8310327456,265.8651763224,272.5726700252,1814231,0.0,1.0,ADP,tiingo
2026-09-09,265.22,268.295,264.86,267.42,1757531,263.5498488665,266.6054848866,263.192115869,265.7359949622,1757531,0.0,1.0,ADP,tiingo
2026-09-10,267.33,268.73,265.145,265.83,1661137,265.6465617128,267.0377455919,263.4753211587,264.1560075567,1661137,0.0,1.0,ADP,tiingo
2026-09-11,268.26,268.585,265.0,265.82,1454438,268.26,268.585,265.0,265.82,1454438,1.7,1.0,ADP,tiingo
2026-09-14,276.63,277.265,271.08,272.53,2381609,276.63,277.265,271.08,272.53,2381609,0.0,1.0,ADP,tiingo
2026-09-15,276.53,278.515,273.54,273.96,2209166,276.53,278.515,273.54,273.96,2209166,0.0,1.0,ADP,tiingo
2026-09-16,273.19,277.6199,271.96,273.3,2480928,273.19,277.6199,271.96,273.3,2480928,0.0,1.0,ADP,tiingo
