symbol,source,date,latest_close,return_20d,return_60d,vol_20d,current_drawdown,max_drawdown,ma_50,ma_200
QQQ,alpha_vantage_compact+local_cache,2026-06-24,710.62,-0.026921180916908538,0.2631447971844003,0.3173607122019142,-0.04763053500589676,-0.1196618032822726,699.6554000000001,630.1806497423195
