date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor,symbol,source
2026-06-16,46.05,46.71,45.705,46.1,5874233,46.05,46.71,45.705,46.1,5874233,0.0,1.0,FAST,tiingo
2026-06-17,44.88,46.21,44.64,45.64,6354513,44.88,46.21,44.64,45.64,6354513,0.0,1.0,FAST,tiingo
2026-06-18,45.89,46.08,45.15,45.33,10869330,45.89,46.08,45.15,45.33,10869330,0.0,1.0,FAST,tiingo
2026-06-22,46.12,46.875,45.86,45.97,8617437,46.12,46.875,45.86,45.97,8617437,0.0,1.0,FAST,tiingo
2026-06-23,45.6,46.19,45.41,46.13,6004275,45.6,46.19,45.41,46.13,6004275,0.0,1.0,FAST,tiingo
2026-06-24,46.26,46.82,45.64,45.67,7743844,46.26,46.82,45.64,45.67,7743844,0.0,1.0,FAST,tiingo
2026-06-25,46.92,47.81,46.01,46.155,6526739,46.92,47.81,46.01,46.155,6526739,0.0,1.0,FAST,tiingo
2026-06-26,47.1,47.565,46.72,47.15,14683022,47.1,47.565,46.72,47.15,14683022,0.0,1.0,FAST,tiingo
2026-06-29,47.4,47.485,46.82,47.1,8366327,47.4,47.485,46.82,47.1,8366327,0.0,1.0,FAST,tiingo
