symbol,source,date,latest_close,return_20d,return_60d,vol_20d,current_drawdown,max_drawdown,ma_50,ma_200
QQQ,alpha_vantage_compact+local_cache,2026-06-23,713.65,-0.0054213005546729365,0.2437477125777725,0.3240728535745454,-0.04356974375469069,-0.1196618032822726,697.7908,629.4972731676235
